index;OID;Longitude;Latitude;parent_name;Lat;Lon;lat/lon correct?;parent correct?;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks;diff_to_basecase;annual difference;geometry
1;CID17;8.03084;51.857225;HeidelbergCement AG;51.857225;8.03084;correct;0.0;LINESTRING (8.03084000776645 51.85722500507583, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID1', 'PIPEID4', 'PIPEID8'];285.42312630024304;CCS_CALCINED_CLAY_CEMENT;2;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24532952.464639496;30.329226516838776;383387.399985924;240423.1428953813;856991.6185285358;621727.9475781922;0.7254772790493634;9.700502157665364;40.02972867450414;32.20662457726345;225997.7543216583;64.53401009210678;72.23635325176758;116.45598669110404;0.2700681841678705;0.3726632039795845;0.1243255099162499;0.3105004490214595;3.479293496535007;3.5;POINT (8.03084 51.857225)
6;CID22;9.618221;49.808084;HeidelbergCement AG;49.808084;9.618221;correct;0.0;LINESTRING (9.618221007466078 49.80808400562265, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID6', 'PIPEID4', 'PIPEID8'];458.1602872307997;CCS_CALCINED_CLAY_CEMENT;7;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;23901497.26579327;29.69923290315312;383387.399985924;239174.4402396629;856991.6185285358;621727.9475781922;0.7254772790493634;11.037423207897952;40.73665611105107;32.039350756794114;224823.973825283;65.6736846248888;72.77600686784518;117.3259903873413;0.3600909122238274;0.4968165699365153;0.1241533659569308;0.4347398869580499;3.0040586352493364;3.0;POINT (9.618221 49.808084)
3;CID19;8.685598;49.357624;HeidelbergCement AG;49.357624;8.685598;correct;0.0;LINESTRING (8.685598007822042 49.3576240059794, 9.618221007466078 49.80808400562265, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID3', 'PIPEID6', 'PIPEID4', 'PIPEID8'];545.2685546423389;CCS_CALCINED_CLAY_CEMENT;4;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;23389005.05553228;29.18792692274785;383387.399985924;236630.8177846793;856991.6185285358;621727.9475781922;0.7254772790493634;13.186453866551588;42.37438078929944;31.698611955664635;222432.96871759847;68.3139458610707;74.07299274496407;119.4169288586935;0.4501136402797842;0.6206192765604107;0.1238027066238953;0.558717923248463;3.424128074731712;3.4;POINT (8.685598000000001 49.357624)
2;CID18;9.876779;52.374756;HeidelbergCement AG;52.374756;9.876779;correct;0.0;LINESTRING (9.876779007123972 52.37475600458054, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID2', 'PIPEID4', 'PIPEID8'];343.051677032168;CCS_CALCINED_CLAY_CEMENT;3;1;LL;1.0;663299.9999808001;23122127.73166124;1581359.6155842843;16570744.524652109;30.83533604849534;253712.249992656;157603.0237566111;567126.806383584;411437.61237111775;0.7254772790493635;12.530581379745406;43.36591742824075;31.90287962851492;148146.84233121437;69.91245370968592;75.26879705675566;121.3447472596834;0.5096875044349244;0.7026866510851637;0.0820673745247529;0.6616529638227873;3.094661011439939;2.1;POINT (9.876779000000001 52.374756)
0;CID16;12.029824;49.213555;HeidelbergCement AG;49.213555;12.029824;correct;0.0;LINESTRING (12.02982400677736 49.21355500545399, 9.618221007466078 49.80808400562265, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID6', 'PIPEID4', 'PIPEID8'];652.7997097544828;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;23258323.6527562;29.0575479990699;383387.399985924;237902.5644198821;856991.6185285358;621727.9475781922;0.7254772790493634;15.839252244751432;44.89680024382133;31.868972703569835;223628.4105546891;72.38046961541038;76.76577294739117;123.758100046045;0.5997102324908812;0.8266646784709971;0.1239780273858334;0.7646756647780804;3.5612390427197766;3.6;POINT (12.029824 49.213555)
5;CID21;9.735574;48.368982;HeidelbergCement AG;48.368982;9.735574;correct;0.0;LINESTRING (9.735574007596558 48.36898200620787, 9.618221007466078 49.80808400562265, 8.746013007548269 51.69847900501734, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID5', 'PIPEID6', 'PIPEID4', 'PIPEID8'];624.7338701187814;CCS_CALCINED_CLAY_CEMENT;6;1;LL;1.0;1400300.0000568;48813380.77023336;3338425.8553544283;36108047.66793789;31.63899582146111;535614.7500217259;333312.12932480936;1197267.7024485646;868590.5150660676;0.7254772790493634;15.770344989160956;47.40934081062206;31.959896646567465;313313.4015653207;76.43106710042454;79.36923745718953;127.95528075431146;0.7254772790493634;1.0;0.1733353215290028;0.9133323392354986;5.779100240388544;8.1;POINT (9.735574 48.368982)
0;CID26;8.336089;51.595161;Hugo Miebach GmbH;51.595161;8.336089;;;LINESTRING (8.336089007692191 51.59516100512659, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];239.50915763779904;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;891770.0000832;31086416.17636689;2126050.1501009897;21740765.40945247;30.23240030307052;341102.025031824;211228.99192348347;762470.4842311369;553155.0122554558;0.7254772790493635;15.549737180432455;45.78213748350298;31.80357968233875;198555.25240807445;73.80776788228378;77.58571716584173;125.07997481813544;0.7254772790493635;1.0;1.0;0.5;9.141151865960751;8.2;POINT (8.336088999999999 51.595161)
2;CID29;9.888384;52.353363;LafargeHolcim Ltd;52.353363;9.888384;;;LINESTRING (9.888384007122246 52.35336300458661, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID1', 'PIPEID3'];197.39676392550828;CCS_CALCINED_CLAY_CEMENT;3;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24963703.728719342;30.75898075111093;383387.399985924;238004.33743806783;856991.6185285358;621727.9475781922;0.7254772790493634;12.547417877408847;43.30639862851977;31.882606022514626;223724.07719178373;69.81650035329183;75.1890046510344;121.21610976733464;0.1758732797676795;0.2435755957686389;0.2435755957686389;0.1217877978843194;3.208051618109721;3.2;POINT (9.888384 52.353363)
3;CID30;8.055751;51.765425;LafargeHolcim Ltd;51.765425;8.055751;;;LINESTRING (8.055751007767336 51.76542500510752, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID2', 'PIPEID3'];219.6692957790256;CCS_CALCINED_CLAY_CEMENT;4;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24433856.86855383;30.23036029039482;383387.399985924;240227.18135412183;856991.6185285358;621727.9475781922;0.7254772790493634;13.096825669490585;43.327185959885405;32.180373943838894;225813.55047287449;69.85001269265955;75.5075599037243;121.72966927854556;0.351746559535359;0.4877531709333563;0.2441775751647174;0.3656643833509976;6.786284579492985;6.8;POINT (8.055751000000001 51.765425)
1;CID28;9.584787;53.875099;LafargeHolcim Ltd;53.875099;9.584787;;;LINESTRING (9.584787007091201 53.87509900408816, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID3'];118.2181123471242;CCS_CALCINED_CLAY_CEMENT;2;1;LL;1.0;950730.0000192;33141716.41700973;2266615.449115525;25995459.196758103;33.19568936669391;363654.2250073439;227552.1978543188;812881.7558564162;589727.2444275818;0.7254772790493634;10.732966338230856;43.928655704924765;32.13654421954642;213899.06598305964;70.81967338939042;76.06519992447119;122.62866979436878;0.5185675381480194;0.7192787354819558;0.2315255645485994;0.603515953207656;2.661549546750706;2.5;POINT (9.584787 53.875099)
0;CID27;8.7786;48.227348;LafargeHolcim Ltd;48.227348;8.7786;;;;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;1179199.9999464;10712978.325632883;1352440.7097757345;9054709.28355319;9.729681802901151;0.0;621714.9473089427;1008225.4335541716;389972.7631387668;0.3867912375152492;0.0;9.729681802901151;70.79118387658394;584412.0504704061;29.42062078673152;80.5208656794851;243.4790677192656;0.6288823295940861;1.0;0.2807212645180442;0.8596393677409779;4.863801023629662;5.7;POINT (8.778600000000001 48.227348)
0;CID35;10.698973;48.774206;Maerker Zement GmbH;48.774206;10.698973;;;LINESTRING (10.69897300723961 48.77420600586093, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];595.1580360707264;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24701785.404913805;30.497668671320884;383387.399985924;237651.44904148465;856991.6185285358;621727.9475781922;0.7254772790493634;22.62898535802959;53.12665402935048;31.835333767566304;223392.36209899557;85.6482454619695;84.96198779691679;136.9716448121691;0.7254772790493634;1.0;1.0;0.5;11.864495642590285;11.9;POINT (10.698973 48.774206)
0;CID37;8.073849;51.759234;Phoenix Zementwerke Krogbeumker GmbH & Co KG;51.759234;8.073849;;;LINESTRING (8.073849007761982 51.75923400510686, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];220.34480626213693;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24448000.6016783;30.244471286009983;383387.399985924;240255.15058637544;856991.6185285358;621727.9475781922;0.7254772790493634;13.379832865329554;43.62430415133954;32.184120648719535;225839.8415511929;70.32901240114526;75.80842480005907;122.21470924507416;0.7254772790493634;1.0;1.0;0.5;7.1055571302650264;7.1;POINT (8.073848999999999 51.759234)
0;CID39;12.181552;47.791873;Rohrdorfer Zementwerke;47.791873;12.181552;correct;0.0;;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;714889.9999248;6494743.109526963;819917.18025256;5250114.454789546;9.394940726565173;0.0;376708.0182354218;611236.6690557034;236420.9876387544;0.3867912375152492;0.0;9.394940726565173;70.75236790123536;354105.5371412965;28.408430412151475;80.14730862780053;242.34950556271656;0.3867912375152492;1.0;1.0;0.5;1.8600474575803787;1.3;POINT (12.181552 47.791873)
4;CID43;9.768927;49.954669;SCHWENK Zement KG;49.954669;9.768927;;;LINESTRING (9.768927007401388 49.9546690055364, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID3', 'PIPEID4'];444.0481835;CCS_CALCINED_CLAY_CEMENT;4;1;LL;1.0;965470.0;33655541.48;2301756.774;22910018.15;29.58245289;369292.275;228256.0446;825484.5738;598870.3025;0.725477279;12.21496737;41.79742026;31.74379463;181860.8238;67.38379775;73.54121488;118.5596221;0.133105775;0.175996139;0.175996139;0.08799807;3.661168488534045;3.5;POINT (9.768927 49.954669)
0;CID40;11.753223;51.813271;SCHWENK Zement KG;51.813271;11.753223;;;LINESTRING (11.75322300659939 51.81327100450306, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID4'];336.1682873;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1665620.0;58062231.86;3970969.701;37754727.56;28.52013022;637099.65;392300.5061;1424118.425;1033165.56;0.725477279;13.70151735;42.22164756;31.62410756;312561.6819;68.06771668;73.84575512;119.0505873;0.36273864;0.479356402;0.303360262;0.327676271;4.613376908213141;7.7;POINT (11.753223 51.813271)
3;CID42;10.162965;48.652954;SCHWENK Zement KG;48.652954;10.162965;;;LINESTRING (10.16296500742447 48.65295400600783, 9.768927007401388 49.9546690055364, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID2', 'PIPEID3', 'PIPEID4'];597.5113391;CCS_CALCINED_CLAY_CEMENT;3;1;LL;1.0;943360.0;32884803.89;2249044.787;23802555.11;31.08473607;360835.2;224184.5562;806580.3469;585155.7154;0.725477279;14.53563594;45.62037201;31.90829295;178616.9042;73.54697734;77.52866496;124.987998;0.492796191;0.651529673;0.172173272;0.565443038;5.109902167430178;4.8;POINT (10.162965 48.652954)
1;CID41;9.732415;48.333264;SCHWENK Zement KG;48.333264;9.732415;;;LINESTRING (9.732415007601949 48.33326400622393, 10.16296500742447 48.65295400600783, 9.768927007401388 49.9546690055364, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID1', 'PIPEID2', 'PIPEID3', 'PIPEID4'];647.1893857;CCS_CALCINED_CLAY_CEMENT;2;1;LL;1.0;1687730.0;58832969.45;4023681.688;43813792.81;31.81324955;645556.725;402065.159;1443022.652;1046880.147;0.725477279;15.70683913;47.52008868;31.98665364;320341.5759;76.60960951;79.50674232;128.1769595;0.725477279;0.959735324;0.308205651;0.805632499;5.617994109453107;9.5;POINT (9.732415 48.333264)
0;CID45;10.998115;48.884764;Solnhofer Portland-Zementwerke GmbH & Co KG;48.884764;10.998115;;;LINESTRING (10.99811500713271 48.88476400576251, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];590.5786351714637;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24513002.65847457;30.30932288709412;383387.399985924;237519.71040199627;856991.6185285358;621727.9475781922;0.7254772790493634;22.516121352285268;52.825444239379394;31.817686311280596;223268.52777787647;85.16264947444994;84.64313055065999;136.45759844140306;0.7254772790493634;1.0;1.0;0.5;12.399720666840835;12.4;POINT (10.998115 48.884764)
0;CID46;8.336864;51.602063;Spenner & GmbH Co KG;51.602063;8.336864;;;LINESTRING (8.336864007691252 51.60206300512377, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];238.72177934994303;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24421971.7563216;30.21850268780017;383387.399985924;237386.85782086063;856991.6185285358;621727.9475781922;0.7254772790493634;13.83600012245905;44.05450281025922;31.79988963350145;223143.64635160897;71.02255806122405;75.85439244376067;122.2888160771906;0.7254772790493634;1.0;1.0;0.5;7.4270552389201185;7.4;POINT (8.336864 51.602063)
0;CID9;8.335833;51.599521;thomas Beteiligungen GmbH;51.599521;8.335833;correct;;LINESTRING (8.335833007691845 51.59952100512495, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];239.00862925439705;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24428639.636041284;30.22515513384528;383387.399985924;237400.04355300628;856991.6185285358;621727.9475781922;0.7254772790493634;13.842895184638868;44.06805031848415;31.80165596897098;223156.0409398259;71.04439870470227;75.86970628745513;122.31350432205888;0.7254772790493634;1.0;1.0;0.5;7.441351393943435;7.5;POINT (8.335832999999999 51.599521)
