Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;36;INJ_WELL;1;1;LL;4943337.166982892
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;6002352.0
