Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76
1;0.0;1.4691859343794311;524.6098637864778;317.7758965490357;531.2150549042686;506.0859231526561;140.2746027152263;104.80398054686742;582.832079422635;889.0385469796175;831.9538690895811;639.0318362559595;670.0375452251668;641.0932794796056;683.4067250888016;760.291500623095;866.307570680179;765.6695293655935;870.0692753846939;782.4027806038488;264.2364991149806;237.90739043069792;693.0552143863246;719.5738966214316;274.92664425426966;234.08970384306696;253.497435180776;554.4897035640407;249.15789478087964;575.1635097608215;547.0221041359671;677.0130118390309;818.196930971053;844.2026643921846;830.9167090516223;938.4241146976012;635.2988310736399;660.7763626607756;725.4120969648488;734.3839766917961;476.47049461550375;709.6139512124117;612.0701884670104;666.2237377679919;620.4266678679046;607.8053375910832;679.3892639016957;665.6492211617341;637.4907146868652;658.4447065137747;704.189636793236;789.2157294268843;917.8696079311546;561.8492848457176;677.8970054330803;540.9638503988992;741.951407722281;756.68102519168;944.829095373903;685.5514743047092;515.4674116428932;815.7036433456371;664.9362990350834;586.0013711726953;670.7518382228824;892.6171268296131;584.8590713514501;634.8203846483477;525.4249930239409;674.7455032344179;682.480767006913;581.144026629821;621.9362728685832;831.3542809772832;936.4624550649188;589.8475100957096
2;1.4691859343794311;0.0;525.9532332883535;317.7577531572454;531.4563631090901;506.4500156373382;141.41062404656506;104.42326744967208;583.3148430024844;890.4314044266266;833.3325159507035;640.210699548733;671.2235962249887;642.3432699775136;684.7478558511629;761.6235330833537;867.6773669809451;766.9928494628471;871.4483982721518;783.7379131899037;264.53116477668937;238.6704089390145;694.3489796636967;720.8538277088845;275.105295256347;234.58661024213592;253.7896345174428;553.7860481559073;249.5680996087571;575.5926067458357;546.2810772358173;677.8629451766926;819.5638792820989;845.5761089811575;832.2793093071715;939.8501344389502;635.5075284706019;661.8902431073802;726.7037564079692;735.6836944535909;477.7007882764741;710.9851409066607;613.3546107775204;667.5785619365532;621.5306360582346;608.9879517223654;680.7445138676725;665.8379909034892;637.8332580554433;659.7199756088994;705.5502709036953;790.5719387247481;919.289893476896;563.2547756238342;679.0825930029578;542.3816078638746;743.2581585884338;757.9969775021979;946.2578574257652;686.8177131763018;516.8974223107424;817.0584058186284;666.1626761814272;587.3907712797082;672.086084767022;894.0376814529443;586.2605263357609;636.2069341573335;526.85456538216;676.0958245404987;683.6486654000466;582.5282329818119;623.243448779944;832.7167559727486;937.8788211832572;591.243582475011
3;524.6098637864778;525.9532332883535;0.0;495.48806494451486;501.46121605497336;450.6396104376887;391.3496584521473;519.5445304545545;444.5251361970842;369.9661638731938;310.2581152100155;172.21760698533788;193.0199976945821;140.78630905336215;158.8116510866813;235.971263727224;343.175070251772;241.9307919753218;348.25372625431424;257.93715095274285;429.77641445548977;356.65816292680773;174.6824901266323;203.7302313171235;450.9054301431766;401.1172028546533;431.3479917008867;794.3629120532711;411.54559893399073;459.86813627801934;799.2622131933113;351.19387358752414;294.86386674298643;321.6150288703837;307.12079190843883;431.4510389298326;570.4525968261395;219.5655670939135;206.73619917002475;213.98700265941827;94.01621765886054;187.47776326579168;101.25691205495949;142.09854529351657;197.5310356428669;148.60706271139722;155.26693966286314;596.7648428306451;525.3132127211301;146.814628210662;180.5165931151041;264.9963084142533;408.319045398629;75.72037822554734;199.6830253473265;82.37839145422312;220.30199284710577;233.7051948644652;439.2948714717557;175.0748169846756;96.83877751417532;291.3819313058708;171.2297076699387;77.70811598897536;146.4115758208536;383.7627899656208;86.54671022889357;119.49744474728014;96.66066895173168;150.30481350146766;211.249354825882;70.14632259350158;102.65474467120217;307.5467315552923;424.7377539330517;85.80460554081273
4;317.7758965490357;317.7577531572454;495.48806494451486;0.0;225.62816342152408;215.8189782136326;254.7765374308375;217.94070810817743;304.1297232294428;848.1445880082061;785.8269480198094;521.0942053371326;550.8695642041214;550.2457523734446;629.5503257243105;693.8515955953181;812.2763437904612;694.3368581038112;821.4920050742978;715.6019082436414;81.80856409928406;171.23956036681193;614.8962938247334;632.3800034473323;58.31237406590834;127.94501669455325;87.97780712356138;311.17725175915103;107.42265281385988;289.2284665588239;312.53107420502783;460.242552985846;766.0228342657838;793.9533757909202;775.2214860045412;920.0561935114952;325.156752758396;517.9096052640905;642.8705327278228;654.6494519622872;407.4374630362095;669.7846819874931;539.9631538625065;621.7937832169592;479.4461089901533;495.5411079656411;633.6566925108859;353.9751970239886;338.67206878981824;576.093414161716;658.7568229062239;733.2106006530312;895.7576933824505;563.5094106471081;557.6513111543799;555.1651321564765;664.7788943231797;682.5388767326415;928.580710789572;596.0901794319443;544.1673382698198;756.7259772280571;561.5995338753133;573.0171257245377;614.7698541490411;872.3163526261479;580.1359540021152;613.208319694286;551.9947230056198;626.8274702263195;555.390779115836;565.5827030275397;558.8669079883782;775.5534138906672;909.99960065907;580.6985083619326
5;531.2150549042686;531.4563631090901;501.46121605497336;225.62816342152408;0.0;50.8983825180099;435.3468256912592;438.2699070987778;107.6557482531131;793.7341554295638;733.1974942345032;449.1280738937221;471.9063055449084;495.3250913341686;590.3315667005563;635.9461517930811;751.2112226737331;632.5714202006717;763.6805537694946;654.7902336048725;267.3111174184105;322.557514547805;558.8767831575603;566.446230754206;256.8489182953656;303.6981128332242;277.99363545237;354.67631195447444;285.22061064366625;84.911384974645;366.708900198529;305.95802569000216;710.8382490982102;737.4402800264444;716.4400773125685;876.5371490071029;104.88273238744829;424.4167633911088;579.1352494545534;591.4848097944325;408.46834283948846;635.423815570732;502.4174862078268;591.0388579044056;396.211468926777;434.25985040785326;600.0517137984284;136.116746495023;113.93059135174956;523.2618988662186;621.6805700169764;678.6558203389204;851.3261426867189;577.150155354986;476.5080250180293;579.289754098131;602.2555518538674;620.0653024516495;885.9868730625998;534.0097664001537;580.4760396289307;697.351695568028;494.10439985140215;574.263428228092;576.2420609491104;831.0565871421767;586.0762107908618;601.0345842722;585.3004193620266;592.6059129833613;468.736121595494;566.3493071920683;524.7238680627777;716.6588701156655;861.3178431999152;583.3248597272628
6;506.0859231526561;506.4500156373382;450.6396104376887;215.8189782136326;50.8983825180099;0.0;401.5063008984676;418.2577685891611;89.4417388938832;747.4069555618618;686.4761398321929;402.7255629347216;426.5701037395912;447.5734113121633;541.8271100895862;589.337969499022;705.44636973825;586.3542200283396;717.6071962230947;608.58160650513;242.53428829049253;286.8482680052198;511.6537123633601;520.3039227237299;236.16638985927352;273.8739395982388;253.26468604830507;390.8837873336692;257.1654592841222;73.42553900034389;401.6067400690596;273.579506398718;664.2874436264027;691.1315202592789;670.2883589252096;829.387322009512;142.88896188647308;380.57385235080966;532.8304611791904;545.1921390853418;357.583403568516;586.7522821077898;453.33458307927873;541.9390131947303;350.5727426705146;386.5922574317724;551.1819970892446;174.38177793025898;131.67432895289085;475.5144657343722;573.1533548323813;631.9062673722009;804.1944445705219;526.3161069134441;431.49725791173125;528.3914803361016;555.9556569854418;573.8587337685865;838.7761137906693;487.2342992493324;529.6523209307175;651.183316854122;447.6075510539202;523.659311867034;527.6187123026453;783.5836800665052;535.3819458764727;550.9607321990022;534.4396844247946;543.7471275744604;424.3959891025573;515.7419565094755;475.5371913146622;670.520173349625;814.6176384389622;532.7027984878035
7;140.2746027152263;141.41062404656506;391.3496584521473;254.7765374308375;435.3468256912592;401.5063008984676;0.0;136.5173738311541;468.7368597124034;759.7252766851318;701.1046743503183;498.98178761018846;530.0640928233352;502.4814098123045;549.4494269629133;625.522271301147;734.4778240144667;630.3139413892808;739.192973735044;647.816629693065;178.6632822019186;115.2820673348324;556.1383320587679;581.9999572912163;198.5622663539976;134.52394510808583;169.6546155446375;545.730182798581;155.18826195256622;464.7585087192031;542.5907618865895;542.8611494584543;686.1811590561745;712.7799391737396;698.468274249258;814.1923403735501;539.9710890164027;520.5404394026509;588.3581235102394;597.7175739796475;337.418363657465;578.2832947723501;474.81401849661154;533.447534381447;480.24018553228416;467.7990261903499;546.614263814034;571.3926126017396;532.2651545759842;520.7338682849978;571.8378768677701;656.2743545981238;792.6101844839567;435.6820108812084;537.9172281687178;417.1565418751729;605.6483260174545;620.8842687296215;821.1348475863664;547.4632388078861;394.5887322669975;682.5895463905263;525.6666785465105;457.3142548876112;536.3060157011877;767.4777409277178;457.89242259123455;505.5152600146463;404.3212376005064;541.5545853391617;542.3311434368841;451.8163515125894;485.8370717320104;698.8935663370504;810.4679476293684;462.054386991974
8;104.80398054686742;104.42326744967208;519.5445304545545;217.94070810817743;438.2699070987778;418.2577685891611;136.5173738311541;0.0;500.02326116731865;889.4419998353617;829.7271289787893;608.8904083159009;640.3623025034175;619.8428161425006;675.5126828081791;750.0206436431224;862.033535214487;753.8962116370938;867.652478303842;772.4554702279344;177.1355886048443;182.44280267448;677.3922606045569;701.5817140537018;182.286829725819;159.97332433683226;166.679612944789;453.12630955207095;168.86011811222775;489.8100215134146;446.5846715553387;615.996991805955;813.7366453905536;840.8209675954506;825.5154743757589;946.9315161119152;540.8109721673774;623.1756519632881;709.0828653443263;719.1797063298768;455.5425231676812;707.0132307710397;596.0630015116146;660.9959776227244;582.2867860068991;578.5274372764667;674.0804131550308;570.4208352155235;548.007201232981;640.4827480297578;699.6030381570127;782.9602675515307;924.870709530814;568.7504143032024;648.0763172122759;551.3487907917628;727.7564273810558;743.7972167550205;954.1162627664798;665.9852660476615;529.8120869368763;808.9546763550029;640.2827290492811;588.8119945826948;661.8206070373267;899.8593933725145;590.418866940431;636.2990047082293;539.4449239936863;668.5903167832822;650.551047664098;582.9156084632126;609.2317858619788;825.9256658308379;942.2809313969432;594.0836100498444
9;582.832079422635;583.3148430024844;444.5251361970842;304.1297232294428;107.6557482531131;89.4417388938832;468.7368597124034;500.02326116731865;0.0;704.7194494212038;645.6907158386451;363.3175972382952;382.56502107693046;413.7190017682579;510.8924504174674;548.6986638932807;660.7990163066371;544.1420982614928;674.0660000301917;566.1795167195395;322.9261817137122;353.63198688355976;474.4160189172747;478.3411211461;319.59577420475784;348.75633939266794;333.4659042026157;461.4879525634123;334.29596887706987;23.54962279254365;473.8893360046462;200.3173150107955;622.9184241167694;648.6390019511268;627.2889326367662;789.7921367084408;128.03871256286678;332.0389493947249;491.4059377228736;503.6093015329028;356.7712174329228;556.3683948011128;427.2064099912187;514.7391692232686;309.0372478796277;353.37051893046424;522.3710912662744;152.46070065394233;81.59343262529205;441.24785998528426;542.0396166150001;591.5650372481538;764.6182154059793;519.3881904221433;386.2371105675082;525.9468778137119;514.3112539994803;531.6977028310646;799.414980322903;448.2554491223976;532.4354425413467;608.356369057196;407.92261178565695;511.4037251794339;497.5424538534108;745.6376607074606;524.6503006035827;531.5922141615024;535.6916205230436;514.9459555197465;376.895137599136;503.65293951908063;449.7870859011548;627.4687643701695;773.1625310898494;520.6362272968365
10;889.0385469796175;890.4314044266266;369.9661638731938;848.1445880082061;793.7341554295638;747.4069555618618;759.7252766851318;889.4419998353617;704.7194494212038;0.0;62.35875356603389;344.7078472407864;322.4670987739777;302.4227916142662;219.08972122997324;158.2195640271528;46.49685640400393;161.16621509544882;31.24640636768516;138.9553858231136;790.8502830650333;724.1242323384565;237.0762747186684;227.2956805870309;810.131763213103;766.8063967079617;793.8137187855175;1127.4099004912778;775.1146913321976;726.407045688999;1135.0714140783589;525.9192216235814;83.38265952958142;56.294083323;77.44936084872138;88.80365322413859;828.8792260089655;372.8259864126824;214.6167565865701;202.2607546216649;444.5586404205305;182.7439568077433;308.1898018446384;229.8942448390904;397.6206440717238;362.2682358977328;217.1497967799525;846.6295105191509;772.2656884538557;274.99757547818217;191.4895160446283;116.21693452759452;65.47361536130421;327.7914793598312;318.5188354218038;350.4136844969598;191.49083580142272;173.67257574853193;98.58583941297668;260.3419443987264;378.7507355446793;96.46386016213482;299.799571715837;303.0850333177331;233.7673899415828;58.712493353962586;304.48190705012314;254.4160644035269;368.8852925452726;223.3760377294174;327.97993037358924;308.17190050845943;289.5773047338565;77.26064524496198;68.94476429322083;299.2318611687705
