From grid;To grid;Distribution type;Major time;Scenario;No. of units
1;4;12INCH_CO2_ONSHORE;1;LL;1.0
2;7;9INCH_CO2_ONSHORE;1;LL;1.0
3;1;9INCH_CO2_ONSHORE;1;LL;1.0
4;17;16INCH_CO2_OFFSHORE;1;LL;1.0
7;40;9INCH_CO2_OFFSHORE;1;LL;1.0
