Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;17;INJ_WELL;1;1;LL;2716079.3945011203
CLIQ_CO2_OFFSHORE;40;INJ_WELL;1;1;LL;497249.9999865359
