Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
1;0.0;360.08412232192774;470.1740801717507;242.61361305910623;142.1482973464806;241.30648665051896;200.30481978939116;446.8765871401552;434.1723806588421;434.61642748478977;414.3514116861975;393.419530179224;411.5821103926577;381.6266432592111;368.65418967339696;344.54307305559433;324.6774188549606;332.9333980071469;308.81256556261883;328.3240889880044;327.9138869924378;314.5499813655567;298.66065243162416;294.3941960058135;294.9390929336938;296.4827550728542;286.81403639895785;257.1242083477996;248.72921248514143;216.7912408913333;206.29786160873985;218.0820192033162;225.9619788157601;245.76008809012413;245.76008809012413;208.13244019058732;190.88780148207428;194.10315143887195;220.34894662377064
2;360.08412232192774;0.0;121.82640231061325;280.4399019563333;473.0726349677236;450.3367595412948;547.8909598588968;87.2497874572006;74.11347730662962;76.27433029980665;54.77068951925394;36.762518468676646;53.068580626704765;39.068461179576666;22.243237659577183;73.93536456163636;76.2814866457607;97.41438107879156;95.70533878479964;127.38383496373956;128.14810172193958;123.21285721792805;130.05561884895386;140.02275723984036;146.5799704617991;156.55825230396093;166.83973324993076;169.99467488390667;195.9525700834941;312.1456167912711;319.1085414997821;327.2544211752209;335.80432104961693;484.6438838108648;484.6438838108648;489.8671762625261;481.29051213802586;499.7656929682901;521.5593303402158
3;470.1740801717507;121.82640231061325;0.0;400.07066265330974;590.5317137590232;572.028802502896;663.5346856389382;72.15507841279126;65.80477589169968;83.71565036837822;85.23486911725162;105.3738857211488;91.5804142924251;126.84612013049608;126.92116129156965;183.09597389748663;192.7007249133292;208.07263111010363;213.7060816148071;236.86145098362715;237.6986469272101;236.9007695362158;246.8355210613873;256.88927049750714;262.9064554689773;272.0090156329696;283.49266079656707;290.33510631151256;316.1442061744533;433.2164141883177;440.5333341600586;448.3465903066005;456.6572166273887;606.4699767647838;606.4699767647838;610.987667909806;601.9637993415113;619.8054657327798;642.0834117835063
4;242.61361305910623;280.4399019563333;400.07066265330974;0.0;270.7350271693611;180.8487417406508;349.1751949564899;344.21691400741526;340.12783578301804;329.437973539913;318.02367484431494;295.9456557741502;312.3668224611748;275.41781392434154;273.17192699161245;219.3556614517969;207.4912685856929;195.4379623058778;186.37715799259155;170.8846446980133;170.06908463669868;166.11167766468037;153.98960121428505;144.0888091284026;138.72045890369878;131.07416463607578;118.52116127640996;110.55764182143616;84.60260315556219;42.60061704289256;55.26954677993675;55.57747087532417;60.551992374760495;220.3488046085848;220.3488046085848;245.60143270648928;244.4681233206072;268.9226186462418;283.0406508124919
5;142.1482973464806;473.0726349677236;590.5317137590232;270.7350271693611;0.0;164.03066158704624;79.4317505125759;556.4878385976791;546.1416326772035;542.9138230252389;524.7740051213109;502.50041470865807;520.9314879612424;487.1390676285662;477.0744344891437;440.8353922617103;422.40576300637207;423.5378036219454;403.11938813661067;410.2270044834786;409.60636652838286;399.0701676112215;383.09673130918327;375.99380107561547;374.0927570037536;371.80473167416153;359.6802541364364;334.63236732083294;316.78198541232734;230.33893400551432;217.0408701105088;222.227707692849;224.19543244190984;145.16667200720548;145.16667200720548;88.39269687871287;70.44252469499772;59.62136283529956;84.06155496483713
6;241.30648665051896;450.3367595412948;572.028802502896;180.8487417406508;164.03066158704624;0.0;222.8680552068366;521.2033145199531;515.497186656863;506.5032622695587;493.20681008618936;470.6379432524336;487.93331961678007;451.10398107934606;446.5388052928852;396.3456282030936;382.2700760253836;373.4985615936958;360.9555806290135;350.7531544321092;349.9567582218198;344.589498006499;331.0794124938324;321.59988952939943;316.9737287967044;310.3718822287093;297.538185069582;283.4647427832088;258.5512426531757;141.2827421700274;132.21432606789136;126.46554881845076;120.30256693210453;41.61377551086778;41.61377551086778;90.38541695670703;101.07336282134332;125.6440519943212;126.2222923715541
7;200.30481978939116;547.8909598588968;663.5346856389382;349.1751949564899;79.4317505125759;222.8680552068366;0.0;632.3856064564061;621.4675101622227;619.051762363233;600.3954265544637;578.3422266522928;596.7782361906317;563.6384695684555;552.9606412967339;518.5855028626255;499.88535953045744;501.8636967484832;480.94979936610906;489.1999124855311;488.5902269304399;477.8305506004776;461.8026759670672;454.8733284421909;453.11418902127474;451.00564386451646;438.9440023234502;413.5939567962778;396.08719153361153;308.15696299886054;294.8853282453496;299.1982005428304;300.3058042035943;193.0209869193157;193.0209869193157;133.64893166087805;121.9013718089933;97.44411814722784;105.16693558458124
8;446.8765871401552;87.2497874572006;72.15507841279126;344.21691400741526;556.4878385976791;521.2033145199531;632.3856064564061;0.0;17.44127877630991;14.780735070213916;32.55181972025905;54.04383429636343;35.611170941813924;70.66558637719149;79.43757034861554;125.03214848860436;139.28250608113373;148.809766503935;160.48753134981075;175.22909860820818;176.07245510675514;178.17820097244254;190.51497845134836;200.26539748603324;205.49685389465512;213.4436961205314;225.77249165921592;237.80206289687112;262.6938627884845;380.3795533307915;388.98946794369743;395.441576837905;402.9431284379766;557.6575102449882;557.6575102449882;567.8323361353787;560.4651635855647;580.1128076240386;600.9262347126748
9;434.1723806588421;74.11347730662962;65.80477589169968;340.12783578301804;546.1416326772035;515.497186656863;621.4675101622227;17.44127877630991;0.0;19.926194388234133;22.29562929794794;44.98118267549336;27.762833222797124;64.71589525108364;69.9471152900019;120.97719069586086;133.29686623137468;145.54835221679156;154.62228650649854;173.34396826713674;174.18755068945637;174.82951139233828;186.1405959867856;196.07208813625277;201.6737141615847;210.17880829879616;222.1690116425032;232.1288784555022;257.46036879557045;375.1981578767222;383.36007072717854;390.30969316199366;398.1211183734824;551.321681432714;551.321681432714;559.8105655349387;551.9805316863747;571.1700538341419;592.3884352144963
10;434.61642748478977;76.27433029980665;83.71565036837822;329.437973539913;542.9138230252389;506.5032622695587;619.051762363233;14.780735070213916;19.926194388234133;0.0;22.27556393022515;41.19698754621176;23.262453604149567;56.33696877084596;66.24851622018953;110.27861157556514;124.72260578186533;134.0290314987647;145.8859407292591;160.5110769868391;161.35476370008658;163.39763893860734;175.75588940851836;185.49691980129447;190.718285566638;198.66539447824863;210.99175661035056;223.13479606928823;247.9771858803728;365.64495938100674;374.2914760350285;380.7025149593651;388.1854863693232;543.0258843978592;543.0258843978592;553.5064147039498;546.2569442234969;566.0326219747523;586.7275280477546
