From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
2;4;6INCH_CO2_ONSHORE;MODE_1;1;1;LL;15.446712327299997
4;25;9INCH_CO2_OFFSHORE;MODE_1;1;1;LL;42.063353046963
