Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;43;INJ_WELL;1;1;LL;9586398.83685324
CLIQ_CO2_OFFSHORE;47;INJ_WELL;1;1;LL;1000392.0
CLIQ_CO2_OFFSHORE;61;INJ_WELL;1;1;LL;2873339.9995063003
CLIQ_CO2_OFFSHORE;68;INJ_WELL;1;1;LL;994499.9999730724
CLIQ_CO2_OFFSHORE;71;INJ_WELL;1;1;LL;5562070.199773072
