Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
1;0.0;423.9796094111569;398.48639336345735;253.8540287808084;375.8122784299368;201.40845887416864;194.6394225236831;380.4589361854027;573.6611417861242;657.4152828112663;772.7223706197201;752.4531669462793;731.9982890538892;724.8191905708518;724.4886248035713;709.897197442908;704.9818823200314;694.4399416603962;670.587235231385;654.6870731697335;626.2514122741184;620.3448817607914;602.2551253144119;571.1624811811301;581.6010559850007;601.3643464584603;639.7784172618201;658.1118594356305;692.2198366621723;716.8903320728643;708.4518694652202;799.9158865888522;760.6101359522355;872.8396064802299;741.5599673012572;814.1335958390762;793.6031847288531;745.5068283461458
2;423.9796094111569;0.0;143.41920536710947;291.17870625017764;54.06318008389252;421.04662530101393;262.52063856942766;43.80027439264995;194.7872004332796;273.3864380419738;378.5235602106929;368.2610170473372;352.2133671433848;339.1484146963774;326.1109476029894;313.1606716950797;297.97044791198266;291.5661431960802;273.7713010622292;262.53016064542;244.72348042618685;223.96352641727853;212.46929059768243;200.72619030997177;218.20590544756192;251.37670631811105;278.6095507856612;294.3359214699707;337.88090697741217;301.36864581298033;305.2607343521171;377.00890020717287;340.17284875180115;453.2928894282532;322.9763047101874;393.0230821753049;374.5755768104185;323.70294205864684
3;398.48639336345735;143.41920536710947;0.0;358.08203135814443;111.6917308158175;462.4184193649194;296.45155254718514;130.22765637045924;180.56825781547727;403.94525408761496;377.3523937087728;354.99114066404;334.117635724868;328.01118092912856;331.9044474713902;317.0196470209712;318.48919741034354;305.4801064981453;279.26264513231416;261.92909886703626;230.9836614521216;231.7280231146869;211.5128298318093;175.5933259888975;184.12537779968804;202.9315097397924;241.3056815639359;259.64230825485544;294.3574945434481;405.35062902612975;422.6039785549335;434.6502327694234;432.03284128740114;495.1029944048268;420.1529326425121;480.305329469025;467.9972169488941;412.4033594942436
4;253.8540287808084;291.17870625017764;358.08203135814443;0.0;269.29769088093565;139.37645405196784;87.1082674115392;260.28196839766963;483.5211173260655;445.5657499769141;669.196021554785;659.4274898894157;643.148524114811;630.3104192942287;616.5625706132922;603.9258934200321;586.6430784072396;581.5103995338445;564.7578430453835;553.7079371135876;534.9595592978876;515.1370680011742;503.3117524720821;487.5400786018982;503.69789371653326;534.1086755224496;565.4738601118487;582.1851331584093;624.4924487876644;528.83488475528;506.77946667465073;645.919444458379;579.3887774489989;728.5547338307498;557.2887137697384;632.2557367454638;607.6119060975983;568.8539304949876
5;375.8122784299368;54.06318008389252;111.6917308158175;269.29769088093565;0.0;390.7999538215544;226.80034101444923;19.17770957196217;216.93342377736747;325.9771257895024;410.7234241717068;396.63158377283713;378.78185167183926;367.6439456521495;359.441352862002;345.6512832222561;334.910583393912;326.4923700621017;305.7540794195966;292.31147267029525;269.68839273403506;254.861909417826;240.06132641260564;219.5571877247312;235.05078946711689;264.85507349833824;296.99081985493507;314.0948988355509;355.7138193475464;355.0369055427145;359.27995999558283;424.16085906771417;392.8094065667649;497.6225688866501;376.1266130335399;445.3129202840872;427.5163755867464;375.8594170824565
6;201.40845887416864;421.04662530101393;462.4184193649194;139.37645405196784;390.7999538215544;0.0;166.57358288798156;385.3782582806591;607.7331961816801;583.0958088080098;799.133567957217;786.8909564336839;769.430929550118;757.8149325725245;746.9511819168632;733.7598403487186;718.8780633494817;712.5948346649217;694.1092342188247;681.7995120788127;660.3975442841486;643.6667382617471;630.1455775375595;610.0746415702079;624.9782575358183;652.9502527186921;686.8877675549454;704.312290340774;744.9750232051308;668.1732669259827;645.3722814075147;783.9191511268057;718.7625444785813;865.7954590221649;696.6617106943783;771.6279078281564;746.9350065708013;708.1461705794468
7;194.6394225236831;262.52063856942766;296.45155254718514;87.1082674115392;226.80034101444923;166.57358288798156;0.0;223.54847881314365;443.2186027128274;467.1295299354841;637.2904802225316;623.3907008727073;605.3402145463858;594.4251366222245;585.684615646239;572.0833492413609;559.5831306237721;552.1285018024334;532.2275149108224;519.0643524092332;496.23421416953954;481.4251564915044;466.8616668233448;444.904913316328;459.378692664645;486.764100975165;521.1832669913166;538.7674234176985;578.9629050473701;535.6237385118841;521.8347534341923;635.6659012761575;582.6954085935059;714.49403058171;562.1312683641112;636.3671774710033;613.8658241446253;569.5184734378398
8;380.4589361854027;43.80027439264995;130.22765637045924;260.28196839766963;19.17770957196217;385.3782582806591;223.54847881314365;0.0;223.50670578518933;310.7320342155225;414.13106565327394;401.551016095677;384.353261634994;372.4611601650161;362.2888425751058;348.82348602404005;336.12383339678496;328.58700220722096;309.0396814717079;296.4382494904403;275.54206742338823;258.412364335683;244.8176826947762;227.2595636624917;243.4891255875424;274.49124263843976;305.2058369796348;321.9104386640652;364.2757038801134;344.38157044327903;346.3430919096846;419.9399485384612;383.8271593751389;495.2061286023964;366.42174280153546;436.7507364240332;418.1112721943512;367.4607172184686
9;573.6611417861242;194.7872004332796;180.56825781547727;483.5211173260655;216.93342377736747;607.7331961816801;443.2186027128274;223.50670578518933;0.0;328.8365536763114;199.0828167351644;180.9517050310046;162.2144458061275;152.38869275345303;151.64503593766875;136.83467087458467;139.04660076399037;125.21907847115394;98.69449049508997;81.55026365959228;53.3240312611712;53.27354970665452;31.930566243283835;14.42652243898305;30.855627501830984;65.54025718533686;84.37942194489037;99.57006698324052;143.4088027421485;282.54969074965464;318.041413794019;265.2129638208537;291.2247279310485;317.2805015008946;286.7552512725777;330.8861606701836;325.79650424522447;270.1373598024396
10;657.4152828112663;273.3864380419738;403.94525408761496;445.5657499769141;325.9771257895024;583.0958088080098;467.1295299354841;310.7320342155225;328.8365536763114;0.0;389.5496162562648;404.2594728993451;402.4967014043477;383.356870730024;347.6040652888271;344.5241927457557;308.7153050020684;317.7394963389761;324.80440284342745;330.16219876036376;342.7741508514593;306.31434511946435;315.954804650314;342.9880413802413;359.0052690820127;390.6229506614658;390.10975891435976;394.82278191554815;433.42075100137487;113.92738371024925;68.96273386694105;270.95686659596265;165.97751891015548;354.8040635430842;142.8103737244936;209.1693863699552;181.1891891438085;167.4048823967604
