index;OID;Longitude;Latitude;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
29;CID104;-8.100041;37.135933;;[];;CCS_CEMENT;30;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;13053815.20753453;15.569729604593961;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;8.881105281121613;24.450834885715572;38.92774551291989;354286.9220650772;43.269368083644224;63.378580398635464;112.15777034630037;0.017871524512562912;0.02664638118716332;0.02664638118716332;0.01332319059358166
24;CID99;-6.672312;37.359766;LINESTRING (-6.672311983822705 37.35976601733982, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID24', 'PIPEID37'];88.41581921011414;CCS_CEMENT;25;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;13053815.20753453;15.569729604593961;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;10.551852022287488;26.12158162688145;38.92774551291989;354286.9220650772;46.2260015096991;65.04932713980133;115.11440377235523;0.035743049025125824;0.05329276237432664;0.02664638118716332;0.03996957178074498
26;CID101;-6.768733;42.553519;LINESTRING (-6.768732984909476 42.5535190139237, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID26', 'PIPEID25', 'PIPEID35'];261.97938835422946;CCS_CEMENT;27;1;LL;1.0;969999.9999360001;35580688.01565668;1821708.48797529;9740154.42370454;15.56972960459396;742049.9999510401;281226.116521895;829357.7599452797;548131.6434233848;0.6609109721955818;11.798426148191105;27.368155752785064;38.927745512919884;264352.5495305812;48.43199876702718;66.29590126570494;117.3204010296833;0.04907795577628862;0.07317506218243656;0.019882299808109925;0.0632339122783816
25;CID100;-7.450123;42.717483;LINESTRING (-7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID25', 'PIPEID35'];202.9174883927646;CCS_MINERAL_CEMENT;26;1;LL;1.0;1369999.9999655997;82013303.8776328;4910483.835212619;24677358.821409475;27.554241218173217;733634.9999815787;328837.22903240117;1171360.9599705876;848946.0251627071;0.7247518520542325;7.815480150371274;35.36972136854449;32.22817771333494;309106.99529045704;57.078444138309216;67.59789908187943;109.08717279417166;0.0697310529257462;0.10151377639498692;0.028338714212550353;0.08734441928871174
20;CID95;-3.901136;40.009935;LINESTRING (-3.901135985689296 40.00993501449773, -8.663498236721621 41.13424080560878, -9.127339717498904 41.1266330058039);['PIPEID20', 'PIPEID34'];463.9076821964886;CCS_CEMENT;21;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;13053815.20753453;15.569729604593961;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;13.756362567647315;29.326092172241275;38.92774551291989;354286.9220650772;51.89685679800252;68.25383768516116;120.78525906065865;0.08760257743830911;0.12816015758215024;0.026646381187163323;0.11483696698856857
11;CID86;-3.74396;39.934332;LINESTRING (-3.743959985744326 39.93433201448801, -3.901135985689296 40.00993501449773, -8.663498236721621 41.13424080560878, -9.127339717498904 41.1266330058039);['PIPEID11', 'PIPEID20', 'PIPEID34'];479.9152921431634;CCS_CEMENT;12;1;LL;1.0;935999.9999256001;34333529.878561646;1757854.78837303;9398746.94893227;15.56972960459396;716039.9999430841;271368.70624838985;800287.4879363877;528918.7816879979;0.6609109721955817;13.939654988158509;29.50938459275247;38.92774551291989;255086.58387348638;52.221219841109644;68.43713010567237;121.1096221037658;0.10047007508668002;0.14734555203590233;0.019185394453752086;0.13775285480902627
0;CID75;-6.483272;38.3792;LINESTRING (-6.483271984143427 38.37920001657644, -6.672311983822705 37.35976601733982, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID0', 'PIPEID24', 'PIPEID37'];203.5136768021877;CCS_CEMENT;1;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;13053815.20753453;15.569729604593961;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;14.074632667400547;29.64436227199451;38.92774551291989;354286.9220650772;52.46008280482842;68.57210778491441;121.34848506748457;0.11834159959924292;0.17399193322306564;0.02664638118716331;0.160668742629484
31;CID106;-8.905132;39.685773;LINESTRING (-8.905131983284637 39.68577301669793, -8.987386983238295 39.65567701675344, -9.230709259891642 38.65399113754908, -8.969029226240394 39.62591194676614);['PIPEID31', 'PIPEID32', 'PIPEID36'];231.8838654028822;CCS_CEMENT;32;1;LL;1.0;619999.999932;22742295.43169398;1164390.9922632212;6225665.713848377;15.56972960459396;474299.99994798;179752.77550098527;530104.9599418595;350352.18444087426;0.6609109721955817;14.354053066863074;29.923782671457033;38.92774551291989;168967.6089709261;52.95455852195356;68.85152818437692;121.84296078460969;0.1268649420583766;0.18670020732666306;0.012708274103597428;0.18034607027486435
33;CID108;-8.935936;38.501466;LINESTRING (-8.935935982999197 38.50146601752661, -9.230709259891642 38.65399113754908, -8.969029226240394 39.62591194676614);['PIPEID33', 'PIPEID36'];141.41104211114236;CCS_MINERAL_CEMENT;34;1;LL;1.0;1299999.9999648002;77822843.09541087;4659583.20128748;23123757.913283017;27.329076632781675;696149.9999811505;320002.921142627;1111510.399969904;805569.2209557287;0.7247518520542325;8.599321931483795;35.92839856426547;33.05110070877076;300802.74587406934;57.98001824953947;68.97949927303623;111.31675183186668;0.1464627714702321;0.21377423453182326;0.027074027205160195;0.20023722092924318
28;CID103;-9.009904;38.922169;LINESTRING (-9.009903983060321 38.92216901726825, -9.230709259891642 38.65399113754908, -8.969029226240394 39.62591194676614);['PIPEID28', 'PIPEID36'];146.0745589894483;CCS_MINERAL_CEMENT;29;1;LL;1.0;1179999.9999384;70639196.03867495;4229467.828754671;21120866.847160675;27.440610247077277;631889.9999670131;290298.79579302715;1008909.4399473317;731208.9851568271;0.7247518520542325;8.852809210406967;36.29341945748425;33.03228097392994;272880.8680454455;58.56907645686344;69.32570043141419;111.87543939610256;0.16425157047439243;0.23834531624489208;0.02457108171306882;0.22605977538835767
