Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72
1;0.0;626.2066226129724;540.6732354163543;334.9335829928051;623.8339449283704;434.5792432610531;126.43481258815235;514.6503953223163;553.9271341020082;525.3855000478854;660.2108776260715;295.5422558290158;582.7137749639589;499.4741484238272;556.614072104375;620.6679054028482;267.509283348261;669.5726750934082;438.00522745334666;200.1577314106536;289.7050920967493;828.2692943318883;565.3497897771429;161.0105658051996;115.09785759207358;491.2628354508255;466.8715077679325;814.9965896904909;229.0916467063487;199.3899412905226;271.1001762495079;256.13847006795254;260.22796318029;215.55169494253315;360.0841223219277;470.1740801717507;242.61361305910623;142.1482973464806;241.3064866505188;200.3048197893912;446.8765871401552;434.1723806588421;434.61642748478977;414.3514116861976;393.419530179224;411.5821103926577;381.6266432592111;368.65418967339696;344.54307305559445;324.6774188549608;332.9333980071468;308.81256556261894;328.3240889880044;327.9138869924378;314.5499813655567;298.66065243162416;294.3941960058135;294.93909293369364;296.4827550728541;286.81403639895785;257.12420834779863;248.72921248514143;216.7912408913333;206.29786160873985;218.08201920331604;225.9619788157599;245.76008809012413;245.76008809012413;208.1324401905862;190.88780148207428;194.10315143887289;220.34894662377064
2;626.2066226129724;0.0;120.0312785195428;337.942079025994;60.36269963881785;199.61776860813657;707.0660355173378;457.5270823139156;222.56498250529404;577.0214935505676;407.81057691234514;376.563360204264;244.31174775597748;238.57603082093763;246.22349741553003;10.30857343421364;741.2276043070333;64.50656988141363;706.5778408080249;791.3530744252158;371.370654564135;459.6094425009413;453.4340856769556;619.1839504239933;735.2570234222196;388.3159445604636;337.07179394358894;453.5950967468888;712.3954144096101;818.379243992047;574.3546126743089;648.6766579570454;656.2699886961396;741.5927665842323;541.9331608184498;503.4588641957064;747.0944974096652;763.9370967735247;850.4270501003539;799.682165909962;565.2928528463688;550.739014320014;570.2400263673928;556.7543817158638;561.6083111324813;561.9191706621639;577.2116037796185;563.3011137793706;610.8758621115619;604.0436463963274;629.3431350191736;614.7190110306029;656.150484272059;656.7052953551661;645.9661867297475;644.0175134900065;651.4319980849766;658.1894203378364;668.6316424666898;673.0627752101866;657.1650382462856;677.2987383415884;755.8246092593033;754.3594841279319;767.3562576815796;777.973224358865;865.3442690945208;865.3442690945208;833.9886719226305;817.0131290466;819.5640380637236;845.7049503764237
3;540.6732354163543;120.0312785195428;0.0;300.7097763642319;162.70955277003966;107.64959940420748;634.6977229039564;482.1960193595568;273.33377297922243;593.7431982383557;473.9849541817506;331.7547051270972;149.23651505193874;120.61266977775163;141.994464311366;110.18865245211194;691.0081773361348;183.9796354054408;692.3376536127878;719.6899137152741;322.09869550365295;555.5911130800235;491.1356836699836;559.8108977772627;653.7033257204828;271.5260390633311;218.2233511719872;547.8439662756896;603.0360407040324;725.1337974520598;459.4114000871328;535.3904750228637;542.8394788396944;635.0478441756599;422.6328943918886;384.6414458884244;638.202018384282;681.8446511642751;753.3187369392311;726.0329172973941;445.4883426066327;430.8147181698407;450.27731506684734;436.7232599556448;441.7063185445596;441.8932040689339;457.52474040806027;443.8368292838658;492.3857884664504;486.2918049634792;511.4731851663255;497.8064703281289;538.8140332003184;539.3954697428231;529.1363272324609;527.9902950680884;535.7581653678037;542.5981178521256;553.143532410381;558.2397768228294;543.9684421486648;565.1708134748362;650.122625480109;649.7534323657353;662.4134654839264;672.9937090524132;771.6699373535088;771.6699373535088;745.4388066691873;729.3237826065268;734.6349493598117;760.8796775035605
4;334.9335829928051;337.942079025994;300.7097763642319;0.0;315.7861660328504;208.1232353751498;385.3277180427524;251.3930032198854;219.11666743243364;331.89396939860785;348.4781289406488;41.91516662835963;416.4481354083628;338.4314844794239;395.86661896012265;336.03275075897574;403.3700088720127;363.8211823230947;394.1189843261084;466.4352863811942;45.25988145149001;504.9681293678728;287.55986526286097;286.0159756702876;427.63297717620543;434.0870215697;379.3536038895794;492.3123143419273;500.9807600236404;534.0439110928099;423.48155932319446;471.2215614173849;478.758612329811;512.2346871953196;452.6159289027655;495.9468050831999;529.3783556993042;456.0859026986147;575.9158974910139;477.0650449812765;522.0878661933913;504.6710496354046;517.9381860830412;496.571186610971;487.1470786312174;498.4007007067525;490.8845038850822;473.3168881738699;492.75616448128784;476.618445648148;499.0825049678088;475.3282425832272;514.9160122577035;515.0693412622051;500.4883784857972;490.5366303774984;493.4181309770758;498.3877816703907;506.3554105008034;504.2827167488791;477.7735471253086;487.4797281149437;521.0927532914826;514.7435317084604;528.1198111205028;538.0129587968382;579.954825484055;579.954825484055;536.9358130283192;518.6880970024148;515.1520525460519;540.1440031557796
5;623.8339449283704;60.36269963881785;162.70955277003966;315.7861660328504;0.0;216.8768006695291;695.5678204123283;406.9500810900845;169.1626508611281;527.6762696454302;348.29400701867075;356.5450487808177;299.52997011441425;283.2543466197713;298.8364512481998;68.78776935675276;717.3767280004298;48.04868291942805;667.0507344533742;778.7158888767005;353.7924712348829;401.0982792271179;399.1967284783026;601.3648888139751;729.1784800883687;434.1978237586063;380.1236090241854;394.6817240640741;728.6237388275063;819.803470965919;598.2854650695728;669.8700032396312;677.5990059310932;754.764766899098;574.4605216282938;546.1717023350075;762.6166345032366;757.9718523669513;854.655808931527;788.1647219930609;604.8462370861433;589.5746347045891;608.6857506096002;593.810741361408;596.7872323510051;598.6382741976358;611.0723703322707;596.2938400950547;640.807222274142;632.4006593224673;657.8062354383906;641.4461413242998;683.4261146296901;683.9279820615817;672.3744013744828;669.102423875741;675.9239703494768;682.517067719301;692.7447550708956;696.1750822234465;678.1894226687502;696.8767806859983;768.093324708904;765.6050357477825;778.8355025615897;789.4234161350312;866.8120206717858;866.8120206717858;831.8982197994227;814.4298691192869;815.0719613421439;840.9721552993614
6;434.5792432610531;199.61776860813657;107.64959940420748;208.1232353751498;216.8768006695291;0.0;527.052275665181;423.4096061645447;256.328014291212;525.0225537657464;452.7566922587738;233.37410553702367;208.7848148196892;135.5736162981854;189.38424353623503;192.2876519789664;586.1953722720028;254.4179901440508;602.0786541877368;612.0451843425739;221.891785589066;564.8203392804454;442.72895166699647;453.4485194436541;546.9174897925735;262.3115749852383;203.2526118814111;555.0369119245735;513.7542150100548;622.1617602131405;381.5412883668937;453.0953348457473;460.8092441153986;542.1219737796071;363.6379537722805;356.4876706858742;548.213659821685;575.1919639418551;652.4670930201369;618.4447363099666;405.4224056413851;388.9326658961124;406.8506684285012;389.5819590373396;389.34609468939885;393.72001253897866;401.54787323827657;385.8063028711815;426.8461534718151;417.34262542867606;442.722191859211;425.48500759036057;467.6191058516371;468.0949389100659;456.2166804600024;452.5287459579828;459.2154771683354;465.7752417391608;475.9644065469071;479.3055593540227;461.4439889470849;480.47479503486016;556.2512856273092;554.7417641691472;567.7421847413052;578.3591750425762;668.9573855705795;668.9573855705795;640.5778582467706;624.1574460117637;628.6792149219104;654.9263259367182
7;126.43481258815235;707.0660355173378;634.6977229039564;385.3277180427524;695.5678204123283;527.052275665181;0.0;506.9348816301936;598.9375383177103;487.9786402779766;669.1606885705773;343.41270285390914;693.5706385089884;608.6818822019037;667.7112717221878;702.8502294011703;155.67346526301748;743.0080150583284;358.61112029566874;84.9937767332015;343.31873917189154;842.5020277037685;559.840487718705;115.2941112542176;72.01280249495974;613.6749923945591;585.5670537266933;828.8459717913194;327.3442284555648;201.0117981940717;395.6853323398168;371.9366691771159;374.852662752145;299.77070102972664;486.15456448964017;596.5345868841164;330.26123005175657;90.23479182085244;252.26904784100924;92.6799225932156;572.710023937204;560.2669893250652;560.2338972794593;540.2273431142851;519.0532337382548;537.3028240234703;506.5887295031225;494.10543165837976;466.99670398311423;447.39569215703534;453.47935424839005;430.3444486052709;445.6197144374125;445.1214783257054;432.6927271877044;416.5628057160396;411.11098422954126;410.6588660221519;410.59267666268886;399.6683533274708;371.4575711818765;358.5162360260198;294.15948315673097;281.27286909231555;289.34912505081;293.6597724927587;235.38898767052112;235.38898767052112;178.11362323012915;160.49933188575142;146.07289830883232;166.635072572142
8;514.6503953223163;457.5270823139156;482.1960193595568;251.3930032198854;406.9500810900845;423.4096061645447;506.9348816301936;0.0;238.2120632104158;121.48632409354234;172.80869637567676;264.25692450952414;623.8095172757041;558.6368403174937;608.4185948523093;461.3429782936191;440.28571032413066;446.4086346790757;296.4498440624456;567.3156225580487;279.2840744229153;345.277286138725;52.99976344416103;391.8427638275022;570.7585129602131;675.4827427728713;618.1094338465996;331.5797226146112;720.2575229052301;696.680448665042;667.0010427633514;705.5431262028219;712.6514252525474;721.3207932858495;703.1013779726751;745.8223220410771;743.6480362993074;595.0426284878614;745.4318744898274;582.8258588719864;773.4802742736521;756.0623932692238;769.2798416334455;747.8496436413052;738.0210495103482;749.5891135797708;741.027036266465;723.4568140380175;739.4592466126477;722.3712425803102;743.635714288571;719.0038317125449;756.7672083091634;756.8282695142852;741.9499102603016;730.5473122814685;732.1738242960367;736.455853249618;743.3957067579848;739.5543713936779;711.1177677309049;716.6618510549596;726.3164257297076;717.3617325741759;729.966616905272;738.6517663193298;737.3473284293756;737.3473284293756;683.3437476861244;665.133753890384;652.8442787955277;673.4073949228584
9;553.9271341020082;222.56498250529404;273.33377297922243;219.11666743243364;169.1626508611281;256.328014291212;598.9375383177103;238.2120632104158;0.0;359.3795278654911;201.3390409441668;259.62237351542484;422.4503371892745;375.916116707425;413.0178248158787;227.6134991438871;590.4507734268863;208.36730496880065;509.8301135758865;676.9125123020825;264.26318639171853;312.70425882551245;230.8794710178447;492.1955034402212;645.38286738999;516.8724580788581;457.98736792606326;301.96455080621286;706.0285445078804;753.1349691369909;603.9291259420328;664.0481833435897;671.8477662195337;722.5044086206708;607.1446163570973;612.4032527203295;736.8005827634558;673.5955309561003;794.625924264492;688.902258553976;658.1593326510775;641.2397678498712;658.2640653947915;639.6191292826259;636.5575098032875;643.1605779038459;646.0767021530341;629.3084993951211;662.3848873271706;649.5748144728523;674.1839901537966;653.3009658144242;695.1554922241538;695.4773246415829;681.935763946067;674.8343215542836;679.6018446048174;685.4345061137258;694.6125200154721;694.9325558017687;671.5188887258743;685.2087073676626;732.8273119830274;727.5342902314667;740.994266784754;751.168085512654;799.0714922249009;799.0714922249009;755.6126574576283;737.2996339404211;732.9571824675671;757.6033321019395
10;525.3855000478854;577.0214935505676;593.7431982383557;331.89396939860785;527.6762696454302;525.0225537657464;487.9786402779766;121.48632409354234;359.3795278654911;0.0;266.68075138906187;331.0729653530685;730.656022662627;660.4073901186998;713.4462841038822;580.4060269194946;387.8159922751462;567.7044032609859;200.9315013448713;533.3371885720388;347.0782713488844;424.55971404375566;147.82257496225995;379.1022225480913;557.6861768541676;765.84049481615;710.4764091536656;411.5244989499366;746.658787932579;687.2855664527176;718.4623664525067;745.5845136446898;752.0882712965914;740.0242446272835;767.5036132672235;824.57199154579;765.485134403185;578.2121257850197;738.027890148375;550.1462486732486;844.024089945435;826.8507762974217;838.1082677110103;816.0816393771511;803.6627292284808;817.0075195422398;803.7842462853816;786.4191012081278;794.4477935165767;776.0405861715163;795.081804388192;769.6218753212024;804.2234517291308;804.1634226200212;789.1801146467093;776.214455198439;776.3388520701856;779.750458795273;785.4045027682324;779.7618492695639;750.0505352236861;751.5269928216923;742.1238452823127;731.6720222939265;743.3243528233128;750.9012772941809;723.3635103566404;723.3635103566404;665.6648575702523;648.342053441771;632.0643486890878;649.306349981208
