From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
1;6;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;40.22581335457499
2;1;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;28.962585615599995
6;30;12INCH_CO2_OFFSHORE;MODE_1;1;1;LL;72.56405458486827
