process_tech;grid;Minor Time;Major Time;Scenario;rate
NET;6;1;1;LL;26.29125303275877
LARGE_CO2_COMPRESSOR;6;1;1;LL;72.56405458486827
INCUMBENT_CEMENT;1;1;1;LL;29.44634703
INCUMBENT_CEMENT;2;1;1;LL;75.71917808
CCS_CALCINED_CLAY_CEMENT;1;1;1;LL;29.44634703
CCS_CALCINED_CLAY_CEMENT;2;1;1;LL;75.71917808
