Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
1;0.0;225.082635198816;298.9137492251867;413.13927715671167;401.5983500430765;384.870001281807;372.47763515314057;360.9918400088427;347.76499359296434;333.7890974678279;326.84671373109546;308.1316549292705;296.12424587250825;276.45663537921547;257.81019569565296;245.0733199013573;229.60428935379767;246.29526809707068;278.0669945982577;307.6997868318731;324.08986828897395;366.9178368437667;334.81999008145687;335.5859957595043;414.0448878598135;375.159490759349;490.3618147892698;357.36404305438816;428.2806848958841;409.1808757693992;359.13961670780253
2;225.082635198816;0.0;328.8365536763114;199.0828167351644;180.9517050310046;162.2144458061275;152.38869275345303;151.64503593766875;136.83467087458467;139.04660076399037;125.21907847115394;98.69449049508997;81.55026365959228;53.3240312611712;53.27354970665452;31.930566243283835;14.42652243898305;30.855627501830984;65.54025718533686;84.37942194489037;99.57006698324052;143.4088027421485;282.54969074965464;318.041413794019;265.2129638208537;291.2247279310485;317.2805015008946;286.7552512725777;330.8861606701836;325.79650424522447;270.1373598024396
3;298.9137492251867;328.8365536763114;0.0;389.5496162562648;404.2594728993451;402.4967014043477;383.356870730024;347.6040652888271;344.5241927457557;308.7153050020684;317.7394963389761;324.80440284342745;330.16219876036376;342.7741508514593;306.31434511946435;315.954804650314;342.9880413802413;359.0052690820127;390.6229506614658;390.10975891435976;394.82278191554815;433.42075100137487;113.92738371024925;68.96273386694105;270.95686659596265;165.97751891015548;354.8040635430842;142.8103737244936;209.1693863699552;181.1891891438085;167.4048823967604
4;413.13927715671167;199.0828167351644;389.5496162562648;0.0;35.375696508821704;55.43148443817204;51.584155774864094;52.82702903185917;65.38047061941494;88.07676609637454;88.64101290938854;105.09250730055469;118.84478266024934;146.64626517587394;155.87506286870408;171.57856214147333;202.01585472217872;193.7249155280741;183.6069460476581;144.94594275055704;128.48738152819473;121.0698586018296;291.2903349778787;343.5680426163966;166.2768313184565;262.7662413330578;161.09643649334683;274.8478301228332;270.4212058703108;283.1164372699013;246.70975213167284
5;401.5983500430765;180.9517050310046;404.2594728993451;35.375696508821704;0.0;22.30430755810566;29.124297792569976;56.70310058816474;62.40577024003213;95.80003605410025;89.76525849280618;96.68009489473566;105.76463653318356;127.62819261296092;144.42708013432505;156.74537891106328;181.65769866645755;170.9604117336113;156.16921370409625;116.76111159640448;99.1704770894525;86.31871320280787;311.5068911131858;362.6953717734128;196.9844669929417;287.43069989363573;196.45158045833304;297.55757562457825;299.41244148436255;310.20957369024285;270.1162482714197
6;384.870001281807;162.2144458061275;402.4967014043477;55.43148443817204;22.30430755810566;0.0;19.19215099116812;57.86218972105444;58.02665023559717;94.60420366927548;84.85904110463981;85.2398429794649;91.04574220761724;109.10960362662324;129.5152281101864;139.83781578925047;161.9695768550644;150.4082109800431;134.2667463938578;94.80820505491393;77.04557052288295;65.83640969930865;314.0781835934006;364.2072987733368;209.0031990698266;293.55349806978074;215.153450928302;302.08609722610686;309.17161936226165;318.2247905892358;275.364704157606
7;372.47763515314057;152.38869275345303;383.356870730024;51.584155774864094;29.124297792569976;19.19215099116812;0.0;39.394312911995;38.84927708318111;75.43473950875938;65.83222292514446;68.47069910997466;76.68765659566009;99.10296358875564;115.3689125895839;127.67819115515069;153.69245793640718;143.9063548521343;132.09701552431596;93.36219332842484;77.07114406129625;76.76157432735906;295.059357357532;345.0765368972439;193.39877924285207;275.24256934159;205.4677314397082;283.38834146285524;292.1441906785731;300.4856274073324;256.84684430149565
8;360.9918400088427;151.64503593766875;347.6040652888271;52.82702903185917;56.70310058816474;57.86218972105444;39.394312911995;0.0;14.922385033698154;39.143267271551466;36.00919358471981;54.04231076402152;70.09651727338624;101.70617340905426;104.89019515153932;122.23358259149995;156.55995236939165;151.16442956955223;148.39034024375147;113.4742044226568;100.98096266817456;112.62615813040412;256.5409344251874;307.09877002567265;156.4071174404091;235.85847384908865;178.55231878146196;244.2251656513789;253.3229579774234;261.1962772128595;217.53641213108827
9;347.76499359296434;136.83467087458467;344.5241927457557;65.38047061941494;62.40577024003213;58.02665023559717;38.84927708318111;14.922385033698154;0.0;37.00292140863361;27.46426213151865;39.90534194961625;55.31396829205093;86.79404733144709;90.8426464952797;107.67614100048918;141.64420905002353;136.30564639806406;134.32564688660304;100.3626034961896;88.97800980220728;105.26097614994367;256.9868644507699;306.59737454862915;165.5203592762794;239.3140772122619;192.1183839745961;246.3228278799103;259.6475007678881;266.07170949877747;220.3587146484731
10;333.7890974678279;139.04660076399037;308.7153050020684;88.07676609637454;95.80003605410025;94.60420366927548;75.43473950875938;39.143267271551466;37.00292140863361;0.0;17.249731898173646;44.86222077088543;63.39659038305852;97.5027057606884;86.76159613701114;107.3260396342165;147.20866288990726;146.52466346512406;152.97494911323253;124.7039658792724;117.12964548775976;140.07016719887005;219.9844494876322;269.6789240054776;137.6017049335154;203.2709748223193;178.53366520105902;209.6174576756925;226.18896629264145;231.0487433634038;183.99240131207245
