Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;47;INJ_WELL;1;1;LL;14005488.0
CLIQ_CO2_OFFSHORE;54;INJ_WELL;1;1;LL;9510317.258942034
