index;OID;Longitude;Latitude;latitude;longitude;parent_name;route_CO2;PIP_IDs;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID76;-2.773979;43.206524;43.206524;-2.773979;CRH PLC;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;829999.9999344001;7540512.220129489;951938.4235720517;4548898.977063082;7.531594646084589;0.0;440634.99119494914;709656.6399439116;274488.96997481916;0.3867912375152492;0.0;7.531594646084589;71.28140092812086;414196.8917232522;22.77404281975194;78.81299557420544;238.31480852371357;0.3867912375152492;1.0;1.0;0.5
