From grid;To grid;Distribution type;Major time;Scenario;No. of units
2;7;6INCH_CO2_ONSHORE;1;LL;1.0000000000002431
2;9;6INCH_CO2_ONSHORE;1;LL;2.431388423929684e-13
3;7;6INCH_CO2_ONSHORE;1;LL;1.0
5;7;9INCH_CO2_ONSHORE;1;LL;1.0
7;28;16INCH_CO2_OFFSHORE;1;LL;1.0
