Country;VID;Country_code;Region;Sub_region;Latitude;Longitude;Capacity;capacity t/hh;Type;Unnamed: 10;geometry;1_closest_olivine;2_closest_olivine;3_closest_olivine;4_closest_olivine;1_closest_port;1_closest_biomass;1_closest_clay;2_closest_clay;3_closest_clay;Cheapest_olivine_id;Transport_mode_olivine;Line_olivine;Cost olivine transport;Transport_emissions_olivine;Cheapest_biomass_id;Transport_mode_biomass;Line_biomass;Cost biomass transport;Transport_emissions_biomass;Cheapest_clay_id;Transport_mode_clay;Line_clay;Cost clay transport;Transport_emissions_clay
Germany;CID1;276;Europe;Western Europe;51.364109;10.481936;2.61;148.9726027;Integrated;2.61;POINT (51.364109 10.481936);OID3;OID1;OID4;OID5;PID531;BID1;CLID22;CLID19;CLID21;OID1;Option 3;LINESTRING (51.36313 10.48122, 51.36351 10.44085, 51.42346 10.43433, 51.55115 10.56468, 51.65085 10.33652, 51.86831 10.12864, 52.07493 10.19223, 52.13972 10.00515, 52.2041 9.937480000000001, 52.32346 9.863939999999999, 52.4152 9.89479, 52.75103 9.66666, 52.8487 9.692629999999999, 52.97826 9.923690000000001, 53.13034 9.99236, 53.18365 10.08302, 53.30998 10.07075, 53.44055 9.920820000000001, 53.50973 9.925610000000001, 53.699982 9.50001, 53.89999 8.24999, 55.400002 7.9, 57.949989 8.050000000000001, 57.999989 5.94999, 58.799969 4.80001, 60.199989 4.20001, 61.999962 4.09998, 63 6.29999, 62.04364 5.52027, 62.0447 5.52533, 62.04161 5.52164, 62.04029 5.52708, 62.0469 5.53034, 62.05788 5.52458, 62.06893 5.52438, 62.07194 5.52778, 62.07417 5.54302, 62.06884 5.55577, 62.06656 5.56918, 62.06647 5.57993, 62.0683 5.59248, 62.06664 5.59579, 62.05059 5.60409, 62.04898 5.61237, 62.04975 5.61893, 62.05397 5.62302, 62.05783 5.6202, 62.06619 5.62411, 62.07368 5.62079, 62.08079 5.60741, 62.08748 5.57594, 62.093 5.57326, 62.09651 5.57675, 62.10142 5.6192, 62.10249 5.64711, 62.10817 5.66747, 62.11483 5.67183, 62.11201 5.68476, 62.10903 5.69146, 62.09682 5.71113, 62.08867 5.71994, 62.08682 5.72514, 62.08748 5.73583, 62.09256 5.74673, 62.09563 5.74904, 62.09799 5.74737, 62.12219 5.69331, 62.13661 5.69735, 62.15252 5.685, 62.17342 5.67451, 62.16924 5.70998, 62.17021 5.72581, 62.17802 5.74828, 62.18052 5.76417, 62.18041 5.77449, 62.18548 5.79471, 62.18955 5.80269, 62.19452 5.803, 62.19807 5.83934, 62.20027 5.84933, 62.20019 5.8573, 62.1955 5.8687, 62.19898 5.87857, 62.19946 5.88923, 62.19842 5.89375, 62.19441 5.89819, 62.18921 5.91254, 62.1836 5.91698, 62.1782 5.92808, 62.16543 5.93206, 62.16373 5.94242, 62.15739 5.94792, 62.14802 5.93817, 62.1448 5.93907, 62.13878 5.9345, 62.12204 5.9411, 62.10248 5.93302, 62.09729 5.9297, 62.09283 5.91899, 62.08398 5.91311, 62.07737 5.91295, 62.06939 5.8985, 62.0509 5.88331, 62.04125 5.86769, 62.0269 5.85747, 62.02365 5.851, 62.01549 5.84407, 62.00682 5.84444, 62.00447 5.84747, 62.00451 5.85431);19.310145285406563;72.60297173575519;BID1;Option 3;LINESTRING (51.36313 10.48122, 51.36351 10.44085, 51.42346 10.43433, 51.55115 10.56468, 51.65085 10.33652, 51.86831 10.12864, 52.07493 10.19223, 52.13972 10.00515, 52.2041 9.937480000000001, 52.32346 9.863939999999999, 52.4152 9.89479, 52.75103 9.66666, 52.8487 9.692629999999999, 52.97826 9.923690000000001, 53.13034 9.99236, 53.18365 10.08302, 53.30998 10.07075, 53.44055 9.920820000000001, 53.50973 9.925610000000001, 53.699982 9.50001, 53.89999 8.24999, 53.749969 6.9, 53.499981 4.89999, 55.056409 2.319595, 57.29998 -1.40001, 58.39999 -2, 58.700001 -3.3333, 58.700001 -5.20002, 58.543029 -8.637036, 58.474561 -10.136193, 58.396658 -11.84192, 58.369598 -12.43442, 57.823851 -17.704327, 57.642361 -19.45685, 57.552727 -20.002105, 56.983387 -23.465508, 56.544239 -26.136921, 56.494368 -26.354286, 55.657057 -30.003736, 55.110249 -32.38702, 54.524569 -34.34247, 53.807663 -36.736051, 53.380161 -38.16338, 52.690422 -40.002308, 51.979293 -41.898264, 51.39389 -43.459019, 49.999981 -46.515315, 49.189232 -48.292969, 48.899094 -48.82814, 48.263211 -50.00105, 46.799999 -52.700001, 46.099979 -54, 44.999981 -55, 44.492888 -62.183924, 44.39999 -63.5, 44.64562 -63.56915, 44.64527 -63.57055, 44.64815 -63.57169, 44.64965 -63.57332, 44.64857 -63.57757, 44.64909 -63.57964, 44.65055 -63.58113, 44.65726 -63.59089, 44.65849 -63.58937, 44.66715 -63.58153, 44.66869 -63.57959, 44.66974 -63.57772, 44.66969 -63.5771, 44.66829 -63.57473, 44.66748 -63.57465, 44.66671 -63.57208, 44.6636 -63.56718, 44.66447 -63.56513, 44.66761 -63.56384, 44.66835 -63.55994, 44.66607 -63.55501, 44.66374 -63.55358, 44.66214 -63.55362, 44.65844 -63.55084, 44.65521 -63.54956, 44.64756 -63.54488, 44.64605 -63.54353);30.083899539568385;206.973231401799;CLID21;Option 2;LINESTRING (51.36313 10.48122, 51.35986 10.48765, 51.35703 10.4886, 51.36171 10.50131, 51.3682 10.51221, 51.37437 10.51707, 51.37822 10.51914, 51.37945 10.52198, 51.3811 10.52104, 51.38302 10.52424, 51.38958 10.52477, 51.39121 10.52587, 51.39269 10.52804, 51.3954 10.52844, 51.3974 10.5303, 51.39942 10.5301, 51.40059 10.52875, 51.40349 10.52709, 51.40417 10.52571, 51.40898 10.52958, 51.41117 10.52904, 51.41267 10.53117, 51.4133 10.5307, 51.41234 10.51858, 51.41117 10.51518, 51.40984 10.51374, 51.40887 10.51441, 51.40774 10.51418, 51.40771 10.51351, 51.40641 10.51393, 51.40219 10.4972, 51.40103 10.49729, 51.40124 10.49979, 51.4 10.5, 51.4 10.6, 51.5 10.6, 51.5 10.7, 51.5 10.8, 51.5 10.9, 51.5 11, 51.5 11.1, 51.5 11.2, 51.5 11.3, 51.5 11.4, 51.5 11.5, 51.5 11.6, 51.5 11.7, 51.5 11.8, 51.5 11.9, 51.5 12, 51.4 12, 51.397 11.99926, 51.39721 11.99694, 51.39693 11.99463, 51.39706 11.99211, 51.39696 11.9881, 51.39724 11.98709, 51.39833 11.98475, 51.39917 11.98389, 51.4017 11.9832, 51.40273 11.98257, 51.40383 11.9814, 51.40459 11.98011, 51.40633 11.9781, 51.40833 11.98109, 51.40848 11.98123, 51.40866 11.98082, 51.40763 11.97977, 51.40563 11.97656, 51.40451 11.97528, 51.40161 11.97355, 51.39918 11.97277, 51.3982 11.97275, 51.39739 11.97311, 51.39327 11.97707);4.692089059555684;4.552939074266771
Germany;CID2;276;Europe;Western Europe;51.62267;8.503183;;74.20091324;Integrated;;POINT (51.62267 8.503183);OID3;OID1;OID2;OID4;PID532;BID1;CLID24;CLID27;CLID26;OID1;Option 3;LINESTRING (51.62262 8.502370000000001, 51.7039 8.706910000000001, 51.8237 8.70078, 51.91976 8.61707, 51.94601 8.512370000000001, 52.00728 8.43425, 52.03649 8.345510000000001, 52.05782 8.33559, 52.06877 8.26219, 52.10403 8.18939, 52.1975 8.14367, 52.22736 8.09437, 52.24627 8.090490000000001, 52.24467 8.03425, 52.26804 7.99277, 52.26991 7.92869, 52.31582 7.95486, 52.36274 8.040330000000001, 52.43751 8.034420000000001, 52.52948 8.11073, 52.59383 8.11234, 52.66387 8.16653, 52.74231 8.176920000000001, 52.85886 8.23283, 52.90788 8.36158, 52.92027 8.47686, 53.00463 8.706519999999999, 53.03362 8.673640000000001, 53.06833 8.77961, 53.10489 8.74431, 53.89999 8.24999, 55.400002 7.9, 57.949989 8.050000000000001, 57.999989 5.94999, 58.799969 4.80001, 60.199989 4.20001, 61.999962 4.09998, 63 6.29999, 62.04364 5.52027, 62.0447 5.52533, 62.04161 5.52164, 62.04029 5.52708, 62.0469 5.53034, 62.05788 5.52458, 62.06893 5.52438, 62.07194 5.52778, 62.07417 5.54302, 62.06884 5.55577, 62.06656 5.56918, 62.06647 5.57993, 62.0683 5.59248, 62.06664 5.59579, 62.05059 5.60409, 62.04898 5.61237, 62.04975 5.61893, 62.05397 5.62302, 62.05783 5.6202, 62.06619 5.62411, 62.07368 5.62079, 62.08079 5.60741, 62.08748 5.57594, 62.093 5.57326, 62.09651 5.57675, 62.10142 5.6192, 62.10249 5.64711, 62.10817 5.66747, 62.11483 5.67183, 62.11201 5.68476, 62.10903 5.69146, 62.09682 5.71113, 62.08867 5.71994, 62.08682 5.72514, 62.08748 5.73583, 62.09256 5.74673, 62.09563 5.74904, 62.09799 5.74737, 62.12219 5.69331, 62.13661 5.69735, 62.15252 5.685, 62.17342 5.67451, 62.16924 5.70998, 62.17021 5.72581, 62.17802 5.74828, 62.18052 5.76417, 62.18041 5.77449, 62.18548 5.79471, 62.18955 5.80269, 62.19452 5.803, 62.19807 5.83934, 62.20027 5.84933, 62.20019 5.8573, 62.1955 5.8687, 62.19898 5.87857, 62.19946 5.88923, 62.19842 5.89375, 62.19441 5.89819, 62.18921 5.91254, 62.1836 5.91698, 62.1782 5.92808, 62.16543 5.93206, 62.16373 5.94242, 62.15739 5.94792, 62.14802 5.93817, 62.1448 5.93907, 62.13878 5.9345, 62.12204 5.9411, 62.10248 5.93302, 62.09729 5.9297, 62.09283 5.91899, 62.08398 5.91311, 62.07737 5.91295, 62.06939 5.8985, 62.0509 5.88331, 62.04125 5.86769, 62.0269 5.85747, 62.02365 5.851, 62.01549 5.84407, 62.00682 5.84444, 62.00447 5.84747, 62.00451 5.85431);16.619393828078927;65.01356165206393;BID1;Option 3;LINESTRING (51.62262 8.502370000000001, 51.7039 8.706910000000001, 51.8237 8.70078, 51.91976 8.61707, 51.94601 8.512370000000001, 52.00728 8.43425, 52.03649 8.345510000000001, 52.05782 8.33559, 52.06877 8.26219, 52.10403 8.18939, 52.1975 8.14367, 52.22736 8.09437, 52.24627 8.090490000000001, 52.24467 8.03425, 52.26804 7.99277, 52.26991 7.92869, 52.31582 7.95486, 52.36274 8.040330000000001, 52.43751 8.034420000000001, 52.52948 8.11073, 52.59383 8.11234, 52.66387 8.16653, 52.74231 8.176920000000001, 52.85886 8.23283, 52.90788 8.36158, 52.92027 8.47686, 53.00463 8.706519999999999, 53.03362 8.673640000000001, 53.06833 8.77961, 53.10489 8.74431, 53.89999 8.24999, 53.749969 6.9, 53.499981 4.89999, 55.056409 2.319595, 57.29998 -1.40001, 58.39999 -2, 58.700001 -3.3333, 58.700001 -5.20002, 58.543029 -8.637036, 58.474561 -10.136193, 58.396658 -11.84192, 58.369598 -12.43442, 57.823851 -17.704327, 57.642361 -19.45685, 57.552727 -20.002105, 56.983387 -23.465508, 56.544239 -26.136921, 56.494368 -26.354286, 55.657057 -30.003736, 55.110249 -32.38702, 54.524569 -34.34247, 53.807663 -36.736051, 53.380161 -38.16338, 52.690422 -40.002308, 51.979293 -41.898264, 51.39389 -43.459019, 49.999981 -46.515315, 49.189232 -48.292969, 48.899094 -48.82814, 48.263211 -50.00105, 46.799999 -52.700001, 46.099979 -54, 44.999981 -55, 44.492888 -62.183924, 44.39999 -63.5, 44.64562 -63.56915, 44.64527 -63.57055, 44.64815 -63.57169, 44.64965 -63.57332, 44.64857 -63.57757, 44.64909 -63.57964, 44.65055 -63.58113, 44.65726 -63.59089, 44.65849 -63.58937, 44.66715 -63.58153, 44.66869 -63.57959, 44.66974 -63.57772, 44.66969 -63.5771, 44.66829 -63.57473, 44.66748 -63.57465, 44.66671 -63.57208, 44.6636 -63.56718, 44.66447 -63.56513, 44.66761 -63.56384, 44.66835 -63.55994, 44.66607 -63.55501, 44.66374 -63.55358, 44.66214 -63.55362, 44.65844 -63.55084, 44.65521 -63.54956, 44.64756 -63.54488, 44.64605 -63.54353);27.39323208224075;199.38398742810773;CLID24;Option 4;LINESTRING (51.62262 8.502370000000001, 51.62807 8.51357, 51.59712 8.5124, 51.5791 8.24747, 51.54532 8.11978, 51.53352 7.83277, 51.52455 7.78521, 51.52886 7.73944, 51.52038 7.68925, 51.52366 7.65668, 51.50615 7.64985, 51.48562 7.6241, 51.46659 7.59188, 51.45104 7.54181, 51.42947 7.52974, 51.41496 7.50731, 51.39713 7.44832, 51.37897 7.43255, 51.31001 7.26669, 51.27573 7.25899, 51.25147 7.22532, 51.2304 7.23069, 51.21145 7.2527, 51.15873 7.2284, 51.15086 7.20619, 51.12759 7.18306, 51.11581 7.15054, 51.07792 7.12463, 51.04218 7.00518, 50.98706 7.01365, 50.90768 7.06785, 50.88931 7.0927, 50.82991 7.09459, 50.79148 7.14846, 50.76225 7.13787, 50.7408 7.14414, 50.71066 7.17675, 50.64384 7.2185, 50.6113 7.20827);7.940368;15.70207772
Germany;CID3;276;Europe;Western Europe;49.602402;8.036802;;74.20091324;Integrated;;POINT (49.602402 8.036802);OID3;OID1;OID2;OID4;PID532;BID1;CLID27;CLID26;CLID24;OID3;Option 2;LINESTRING (49.60194 8.037330000000001, 49.601 8.03768, 49.60075 8.0359, 49.60014 8.03609, 49.59978 8.03589, 49.59795 8.031969999999999, 49.59681 8.0305, 49.59599 8.030049999999999, 49.59226 8.029199999999999, 49.5924 8.0282, 49.59278 8.02727, 49.59361 8.026400000000001, 49.59534 8.025119999999999, 49.59828 8.01939, 49.60163 8.0144, 49.60233 8.01343, 49.60284 8.01304, 49.60283 8.01249, 49.60308 8.012130000000001, 49.60302 8.01155, 49.60195 8.009499999999999, 49.60043 8.006130000000001, 49.59803 8.000450000000001, 49.59815 8.00018, 49.59967 7.99899, 49.6 8, 49.6 8.1, 49.6 8.199999999999999, 49.6 8.300000000000001, 49.5 8.300000000000001, 49.5 8.4, 49.4 8.4, 49.3 8.4, 49.3 8.5, 49.2 8.5, 49.1 8.5, 49 8.5, 49 8.6, 48.9 8.6, 48.9 8.699999999999999, 48.8 8.699999999999999, 48.7 8.699999999999999, 48.6 8.699999999999999, 48.5 8.699999999999999, 48.5 8.6, 48.4 8.6, 48.3 8.6, 48.2 8.6, 48.1 8.6, 48.1 8.699999999999999, 48.1 8.800000000000001, 48 8.800000000000001, 47.9 8.800000000000001, 47.8 8.800000000000001, 47.7 8.800000000000001, 47.6 8.800000000000001, 47.5 8.699999999999999, 47.4 8.699999999999999, 47.3 8.699999999999999, 47.2 8.699999999999999, 47.1 8.699999999999999, 47.1 8.6, 47 8.6, 46.9 8.6, 46.8 8.6, 46.8 8.699999999999999, 46.7 8.699999999999999, 46.7 8.800000000000001, 46.6 8.800000000000001, 46.5 8.800000000000001, 46.4 8.9, 46.4 9, 46.3 9, 46.2 9, 46.2 8.9, 46.1 8.9, 46.1 8.800000000000001, 46.1 8.699999999999999, 46 8.699999999999999, 45.9 8.699999999999999, 45.9 8.6, 45.8 8.6, 45.7 8.6, 45.7 8.5, 45.6 8.5, 45.6 8.4, 45.6 8.300000000000001, 45.5 8.300000000000001, 45.4 8.199999999999999, 45.3 8.199999999999999, 45.3 8.1, 45.3 8, 45.2 8, 45.2 7.9, 45.3 7.9, 45.4 7.9, 45.5 7.9, 45.5 7.8, 45.49982 7.79973, 45.49603 7.79917, 45.4939 7.80257, 45.49069 7.80324, 45.48337 7.79486, 45.47617 7.79355, 45.47206 7.78706, 45.47276 7.78586, 45.47207 7.78307, 45.47403 7.78269, 45.47161 7.78146, 45.46721 7.78223, 45.46504 7.7805, 45.46344 7.77665, 45.46328 7.77306, 45.46205 7.77132, 45.46141 7.7723, 45.45919 7.76729, 45.45197 7.76672, 45.4514 7.76879, 45.44805 7.76282, 45.44742 7.76519, 45.44292 7.76838, 45.44128 7.76604, 45.44227 7.76271, 45.44099 7.75976, 45.43875 7.76198, 45.43593 7.76205, 45.43076 7.75894, 45.4279 7.75358, 45.42374 7.75426, 45.41873 7.74928, 45.42075 7.75093);23.725040592410053;19.982942307630605;BID1;Option 3;LINESTRING (49.60194 8.037330000000001, 49.60703 8.00337, 49.67522 8.02669, 49.7942 8.14058, 49.94116 8.20513, 49.98103 8.343500000000001, 50.04938 8.29602, 50.05487 8.39038, 50.19798 8.25629, 50.31081 8.230560000000001, 50.40282 8.06147, 50.41337 7.93453, 50.45394 7.89277, 50.44854 7.78345, 50.52222 7.69036, 50.52652 7.6127, 50.64648 7.33533, 50.71226 7.24398, 50.77567 7.24247, 50.82856 7.09566, 51.03914 7.00859, 51.07817 7.12547, 51.15907 7.22895, 51.31006 7.26704, 51.50771 7.65128, 51.66931 7.68169, 51.97442 7.54896, 52.0827 7.64237, 52.35564 8.03552, 52.43751 8.034420000000001, 52.52948 8.11073, 52.85516 8.22945, 53.00463 8.706519999999999, 53.03362 8.673640000000001, 53.06833 8.77961, 53.10489 8.74431, 53.89999 8.24999, 53.749969 6.9, 53.499981 4.89999, 55.056409 2.319595, 57.29998 -1.40001, 58.39999 -2, 58.700001 -3.3333, 58.700001 -5.20002, 58.543029 -8.637036, 58.474561 -10.136193, 58.396658 -11.84192, 58.369598 -12.43442, 57.823851 -17.704327, 57.642361 -19.45685, 57.552727 -20.002105, 56.983387 -23.465508, 56.544239 -26.136921, 56.494368 -26.354286, 55.657057 -30.003736, 55.110249 -32.38702, 54.524569 -34.34247, 53.807663 -36.736051, 53.380161 -38.16338, 52.690422 -40.002308, 51.979293 -41.898264, 51.39389 -43.459019, 49.999981 -46.515315, 49.189232 -48.292969, 48.899094 -48.82814, 48.263211 -50.00105, 46.799999 -52.700001, 46.099979 -54, 44.999981 -55, 44.492888 -62.183924, 44.39999 -63.5, 44.64562 -63.56915, 44.64527 -63.57055, 44.64815 -63.57169, 44.64965 -63.57332, 44.64857 -63.57757, 44.64909 -63.57964, 44.65055 -63.58113, 44.65726 -63.59089, 44.65849 -63.58937, 44.66715 -63.58153, 44.66869 -63.57959, 44.66974 -63.57772, 44.66969 -63.5771, 44.66829 -63.57473, 44.66748 -63.57465, 44.66671 -63.57208, 44.6636 -63.56718, 44.66447 -63.56513, 44.66761 -63.56384, 44.66835 -63.55994, 44.66607 -63.55501, 44.66374 -63.55358, 44.66214 -63.55362, 44.65844 -63.55084, 44.65521 -63.54956, 44.64756 -63.54488, 44.64605 -63.54353);39.54982808224075;223.42365601810775;CLID27;Option 4;LINESTRING (49.60194 8.037330000000001, 49.59572 8.0266, 49.60717 8.016249999999999, 49.60703 8.00337, 49.61783 8.02342, 49.63074 8.032819999999999, 49.67435 8.02628, 49.71692 8.0747, 49.76078 8.090669999999999, 49.77499 8.112550000000001, 49.78821 8.09599, 49.8019 8.05552, 49.8272 8.04232, 49.83228 8.011139999999999, 49.84136 7.99147, 49.88511 7.94714, 49.91419 7.94923, 49.92687 7.94219, 49.94337 7.94124, 49.95443 7.94763, 49.95741 7.94293, 49.96764 7.94288, 49.96998 7.91408, 49.97592 7.91122, 49.98207 7.94191, 49.98202 7.96119, 49.9845 7.95943, 49.98609 7.96598);2.454288;4.85335452
Germany;CID4;276;Europe;Western Europe;52.17459;7.887637;1.41;80.47945205;Integrated;1.41;POINT (52.17459 7.887637);OID3;OID1;OID2;OID4;PID700;BID1;CLID24;CLID27;CLID26;OID1;Option 3;LINESTRING (52.17518 7.88653, 52.17756 7.86712, 52.17092 7.85813, 52.20185 7.8111, 52.21822 7.8672, 52.25439 7.9169, 52.31665 7.95587, 52.3395 8.01638, 52.36022 8.038830000000001, 52.43751 8.034420000000001, 52.47459 8.05747, 52.52948 8.11073, 52.59383 8.11234, 52.66387 8.16653, 52.7408 8.17642, 52.8537 8.22823, 52.87985 8.263960000000001, 52.90722 8.358980000000001, 52.91465 8.453110000000001, 52.96209 8.49629, 52.97796 8.528650000000001, 53.03873 8.59042, 53.06044 8.52994, 53.10685 8.529780000000001, 53.15999 8.559060000000001, 53.17825 8.557410000000001, 53.18137 8.543839999999999, 53.18096 8.551869999999999, 53.89999 8.24999, 55.400002 7.9, 57.949989 8.050000000000001, 57.999989 5.94999, 58.799969 4.80001, 60.199989 4.20001, 61.999962 4.09998, 63 6.29999, 62.04364 5.52027, 62.0447 5.52533, 62.04161 5.52164, 62.04029 5.52708, 62.0469 5.53034, 62.05788 5.52458, 62.06893 5.52438, 62.07194 5.52778, 62.07417 5.54302, 62.06884 5.55577, 62.06656 5.56918, 62.06647 5.57993, 62.0683 5.59248, 62.06664 5.59579, 62.05059 5.60409, 62.04898 5.61237, 62.04975 5.61893, 62.05397 5.62302, 62.05783 5.6202, 62.06619 5.62411, 62.07368 5.62079, 62.08079 5.60741, 62.08748 5.57594, 62.093 5.57326, 62.09651 5.57675, 62.10142 5.6192, 62.10249 5.64711, 62.10817 5.66747, 62.11483 5.67183, 62.11201 5.68476, 62.10903 5.69146, 62.09682 5.71113, 62.08867 5.71994, 62.08682 5.72514, 62.08748 5.73583, 62.09256 5.74673, 62.09563 5.74904, 62.09799 5.74737, 62.12219 5.69331, 62.13661 5.69735, 62.15252 5.685, 62.17342 5.67451, 62.16924 5.70998, 62.17021 5.72581, 62.17802 5.74828, 62.18052 5.76417, 62.18041 5.77449, 62.18548 5.79471, 62.18955 5.80269, 62.19452 5.803, 62.19807 5.83934, 62.20027 5.84933, 62.20019 5.8573, 62.1955 5.8687, 62.19898 5.87857, 62.19946 5.88923, 62.19842 5.89375, 62.19441 5.89819, 62.18921 5.91254, 62.1836 5.91698, 62.1782 5.92808, 62.16543 5.93206, 62.16373 5.94242, 62.15739 5.94792, 62.14802 5.93817, 62.1448 5.93907, 62.13878 5.9345, 62.12204 5.9411, 62.10248 5.93302, 62.09729 5.9297, 62.09283 5.91899, 62.08398 5.91311, 62.07737 5.91295, 62.06939 5.8985, 62.0509 5.88331, 62.04125 5.86769, 62.0269 5.85747, 62.02365 5.851, 62.01549 5.84407, 62.00682 5.84444, 62.00447 5.84747, 62.00451 5.85431);12.839721828078927;57.53926027206393;BID1;Option 3;LINESTRING (52.17518 7.88653, 52.17756 7.86712, 52.17092 7.85813, 52.20185 7.8111, 52.21822 7.8672, 52.25439 7.9169, 52.31665 7.95587, 52.3395 8.01638, 52.36022 8.038830000000001, 52.43751 8.034420000000001, 52.47459 8.05747, 52.52948 8.11073, 52.59383 8.11234, 52.66387 8.16653, 52.7408 8.17642, 52.8537 8.22823, 52.87985 8.263960000000001, 52.90722 8.358980000000001, 52.91465 8.453110000000001, 52.96209 8.49629, 52.97796 8.528650000000001, 53.03873 8.59042, 53.06044 8.52994, 53.10685 8.529780000000001, 53.15999 8.559060000000001, 53.17825 8.557410000000001, 53.18137 8.543839999999999, 53.18096 8.551869999999999, 53.89999 8.24999, 53.749969 6.9, 53.499981 4.89999, 55.056409 2.319595, 57.29998 -1.40001, 58.39999 -2, 58.700001 -3.3333, 58.700001 -5.20002, 58.543029 -8.637036, 58.474561 -10.136193, 58.396658 -11.84192, 58.369598 -12.43442, 57.823851 -17.704327, 57.642361 -19.45685, 57.552727 -20.002105, 56.983387 -23.465508, 56.544239 -26.136921, 56.494368 -26.354286, 55.657057 -30.003736, 55.110249 -32.38702, 54.524569 -34.34247, 53.807663 -36.736051, 53.380161 -38.16338, 52.690422 -40.002308, 51.979293 -41.898264, 51.39389 -43.459019, 49.999981 -46.515315, 49.189232 -48.292969, 48.899094 -48.82814, 48.263211 -50.00105, 46.799999 -52.700001, 46.099979 -54, 44.999981 -55, 44.492888 -62.183924, 44.39999 -63.5, 44.64562 -63.56915, 44.64527 -63.57055, 44.64815 -63.57169, 44.64965 -63.57332, 44.64857 -63.57757, 44.64909 -63.57964, 44.65055 -63.58113, 44.65726 -63.59089, 44.65849 -63.58937, 44.66715 -63.58153, 44.66869 -63.57959, 44.66974 -63.57772, 44.66969 -63.5771, 44.66829 -63.57473, 44.66748 -63.57465, 44.66671 -63.57208, 44.6636 -63.56718, 44.66447 -63.56513, 44.66761 -63.56384, 44.66835 -63.55994, 44.66607 -63.55501, 44.66374 -63.55358, 44.66214 -63.55362, 44.65844 -63.55084, 44.65521 -63.54956, 44.64756 -63.54488, 44.64605 -63.54353);23.61364008224075;191.90984424810773;CLID24;Option 2;LINESTRING (52.17518 7.88653, 52.1739 7.88471, 52.17353 7.88369, 52.17399 7.88333, 52.17654 7.87902, 52.17691 7.87777, 52.17978 7.87306, 52.18138 7.8711, 52.184 7.86442, 52.18529 7.8638, 52.18608 7.86266, 52.18625 7.8628, 52.18685 7.86747, 52.18979 7.87254, 52.19012 7.87352, 52.19011 7.87451, 52.18962 7.87682, 52.1883 7.87937, 52.18785 7.88075, 52.18805 7.88208, 52.18913 7.88555, 52.18956 7.88829, 52.19 7.88913, 52.19162 7.8898, 52.19272 7.89217, 52.19917 7.90122, 52.2 7.9, 52.1 7.9, 52.1 7.8, 52 7.8, 52 7.7, 52 7.6, 52 7.5, 52 7.4, 52 7.3, 52 7.2, 51.9 7.2, 51.8 7.2, 51.7 7.2, 51.7 7.1, 51.6 7.1, 51.5 7.1, 51.4 7.1, 51.3 7.1, 51.3 7, 51.2 7, 51.1 7, 51 7, 51 7.1, 50.9 7.1, 50.8 7.1, 50.8 7.2, 50.7 7.2, 50.6 7.2, 50.59954 7.19968, 50.59939 7.20054, 50.59945 7.20263, 50.59876 7.20432, 50.5986 7.20544, 50.59827 7.20668, 50.59828 7.20773, 50.59918 7.20841, 50.59926 7.20946, 50.60034 7.21057, 50.60091 7.21095, 50.60246 7.21148, 50.60421 7.21149, 50.60677 7.21067, 50.60684 7.21045, 50.60743 7.20998, 50.6113 7.20827);8.436904948371623;7.17577560962462
