Resource;grid;Minor time;Major Time;Scenario;rate
EMITTED_CO2;1;1;1;LL;19.24662366795475
EMITTED_CO2;2;1;1;LL;23.91938602730908
EMITTED_CO2;3;1;1;LL;22.361340943973733
EMITTED_CO2;4;1;1;LL;31.31592188456772
EMITTED_CO2;5;1;1;LL;14.040040529561038
