index;OID;Longitude;Latitude;parent_name;Lat;Lon;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID26;8.336089;51.595161;Hugo Miebach GmbH;51.595161;8.336089;LINESTRING (8.336089007692191 51.59516100512659, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];239.50915763779904;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;891770.0000832;31086416.176366895;2126050.1501009897;21740765.40945247;30.23240030307052;341102.02503182396;211228.99192348347;762470.4842311369;553155.0122554558;0.7254772790493635;15.549737180432455;45.78213748350298;31.80357968233875;198555.25240807445;73.80776788228378;77.58571716584173;125.07997481813544;0.7254772790493635;1.0;1.0;0.5
