Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;19;INJ_WELL;1;1;LL;523451.6033224696
CLIQ_CO2_OFFSHORE;42;INJ_WELL;1;1;LL;5000208.000000001
