Resource;grid;Minor time;Major Time;Scenario;rate
EMITTED_CO2;1;1;1;LL;14.263421215024689
EMITTED_CO2;2;1;1;LL;18.44169931468444
EMITTED_CO2;3;1;1;LL;18.642222462437324
EMITTED_CO2;4;1;1;LL;13.246479879480574
