Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;18;INJ_WELL;1;1;LL;2287021.045316512
CLIQ_CO2_OFFSHORE;41;INJ_WELL;1;1;LL;872099.9999910827
