Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;43;INJ_WELL;1;1;LL;8631005.399749326
CLIQ_CO2_OFFSHORE;49;INJ_WELL;1;1;LL;7741461.040564451
CLIQ_CO2_OFFSHORE;68;INJ_WELL;1;1;LL;994499.9999730724
CLIQ_CO2_OFFSHORE;71;INJ_WELL;1;1;LL;4812370.199764504
