RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;95.0696347
CEMENT;2;1;1;LL;96.331621
CEMENT;3;1;1;LL;53.84474886
CEMENT;4;1;1;LL;55.10673516
