index;OID;Longitude;Latitude;parent_name;Lat;Lon;lat/lon correct?;parent correct?;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
3;CID4;7.887637;52.17459;Buzzi Unicem SpA;52.17459;7.887637;correct;1.0;LINESTRING (7.887637007782804 52.17459000497664, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID3', 'PIPEID5'];173.7012031580174;CCS_CALCINED_CLAY_CEMENT;4;1;LL;1.0;1039169.9999232;36224666.77797398;2477463.3976373277;25786728.948760767;30.667794511781842;397482.52497062396;246512.98136406203;888498.6632943355;644585.5926857711;0.7254772790493634;7.533045260727914;38.20083977250976;31.85140033195517;231722.20248221824;61.58556305619618;70.05224010446493;112.93486415149246;0.11155103200509103;0.15384388081106729;0.15384388081106729;0.07692194040553364
4;CID5;8.258075;50.032201;Buzzi Unicem SpA;50.032201;8.258075;correct;1.0;LINESTRING (8.258075007885553 50.03220100577385, 8.503183007634776 51.62267000508754, 7.887637007782804 52.17459000497664, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID4', 'PIPEID1', 'PIPEID3', 'PIPEID5'];434.1647483269193;CCS_CALCINED_CLAY_CEMENT;5;1;LL;1.0;1790909.999808;62429744.87059947;4269670.961743414;39859120.6487931;28.109409248829554;685023.0749265599;421216.225804571;1531242.3771158387;1110881.553315078;0.7254772790493634;11.199212793531352;39.30862204236091;31.57960314457852;395943.2522562967;63.37147653974083;70.88822518693942;114.28259923578298;0.3037985552415051;0.418380813005129;0.2645369321940617;0.28611234690809817
1;CID2;8.503183;51.62267;Buzzi Unicem SpA;51.62267;8.503183;correct;1.0;LINESTRING (8.503183007634776 51.62267000508754, 7.887637007782804 52.17459000497664, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID1', 'PIPEID3', 'PIPEID5'];250.59004844250916;CCS_CALCINED_CLAY_CEMENT;2;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24698781.37517763;30.494671594802124;383387.39998592396;240751.06956597042;856991.6185285358;621727.9475781922;0.7254772790493634;8.584351596989034;39.07902319179116;32.25055300711985;226306.00539201213;63.00132827667649;71.32957619891101;114.994124184961;0.4113938768958072;0.5672609611721051;0.1488801481669761;0.49282088708861704
2;CID3;8.036802;49.602402;Buzzi Unicem SpA;49.602402;8.036802;correct;1.0;LINESTRING (8.036802008009117 49.60240200599639, 8.258075007885553 50.03220100577385, 8.503183007634776 51.62267000508754, 7.887637007782804 52.17459000497664, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID2', 'PIPEID4', 'PIPEID1', 'PIPEID3', 'PIPEID5'];486.23881734162495;CCS_CALCINED_CLAY_CEMENT;3;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;22781563.263406735;28.581891133630755;383387.39998592396;236959.7707499434;856991.6185285358;621727.9475781922;0.7254772790493634;12.483795808066308;41.06568694169707;31.742677865993606;222742.18450494675;66.20413236082481;72.80836480769068;117.37815630716378;0.5189891985501093;0.7155154478548346;0.14825448668272945;0.6413882045134698
0;CID1;10.481936;51.364109;Buzzi Unicem SpA;51.364109;10.481936;correct;1.0;LINESTRING (10.48193600702974 51.36410900486374, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID5'];314.65042365206057;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1923569.999664;67054170.412045844;4585942.884526119;45221333.39326073;29.3621244046652;735765.52487148;454552.19702255144;1644667.7382727175;1193169.0757023618;0.7254772790493635;12.033345560384774;41.39546996504997;31.728614133863942;427279.0652011982;66.73579274579308;73.12408409891391;117.88714381721528;0.7254772790493635;1.0;0.28448455214516544;0.8577577239274172
