resource;strg_tech;grid;Major Time;Scenario;number
CLIQ_CO2_OFFSHORE;INJ_WELL;43;1;LL;10.0
CLIQ_CO2_OFFSHORE;INJ_WELL;49;1;LL;20.0
CLIQ_CO2_OFFSHORE;INJ_WELL;68;1;LL;11.0
CLIQ_CO2_OFFSHORE;INJ_WELL;71;1;LL;7.0
