process_tech;grid;Minor Time;Major Time;Scenario;rate
SMALL_CO2_COMPRESSOR;2;1;1;LL;30.934990820193345
NET;2;1;1;LL;25.1503990408076
INCUMBENT_CEMENT;1;1;1;LL;47.37442922
CALCINED_CLAY_CEMENT;1;1;1;LL;47.37442922
