OID;Longitude;Latitude;Grid_id;GRIDTYPE;GRIDTYPECODE;TOT_CO2_STORES;LANDFALL;ONSHORE_GRIDS;IMPORT_LOCATIONS;EMISSION_FACTOR;LOCATION_FACTOR;AVAILABILITY;HARBOUR
SID114;8.269028211;54.42432707;51;STORAGE;20;500;0;0;1;0;1;1;0
SID115;8.455747126;54.7977649;52;STORAGE;20;500;0;0;1;0;1;1;0
SID116;4.126057327;52.99269476;53;STORAGE;20;168;0;0;1;0;1;1;0
SID117;3.825024691;52.56102532;54;STORAGE;20;360;0;0;1;0;1;1;0
SID118;4.455489268;54.37006107;55;STORAGE;20;650;0;0;1;0;1;1;0
SID119;3.870463579;53.44140379;56;STORAGE;20;60;0;0;1;0;1;1;0
SID120;4.202735451;55.1169628;57;STORAGE;20;190;0;0;1;0;1;1;0
SID121;3.975541009;53.24260865;58;STORAGE;20;165;0;0;1;0;1;1;0
SID122;3.271238238;53.75379614;59;STORAGE;20;140;0;0;1;0;1;1;0
SID123;3.350756293;53.50956212;60;STORAGE;20;195;0;0;1;0;1;1;0
SID124;4.180016007;53.46412323;61;STORAGE;20;175;0;0;1;0;1;1;0
TRID84;6.976407445;50.92936675;62;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID85;6.788702751;51.20888353;63;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID86;6.788702751;51.41903117;64;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID87;7.470152402;51.51288352;65;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID88;7.49274663;51.55126659;66;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID89;7.586917629;51.71124429;67;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID90;7.825562682;51.84806745;68;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID91;7.921020703;51.90534226;69;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID92;7.800107209;51.97534481;70;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID93;7.943294241;52.15671505;71;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID94;8.315580524;52.52900133;72;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID95;8.166029624;53.01583724;73;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID96;8.242396041;53.16857007;74;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID97;7.953062859;53.36139324;75;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID98;8.11017148;53.53421272;76;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID99;8.737820422;51.70939609;77;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID100;8.615275698;51.63712612;78;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID101;8.512021306;51.64638005;79;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID102;8.341324478;51.66167835;80;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID103;8.282205421;51.66697676;81;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID104;8.110957023;51.83508298;82;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID105;8.037655191;51.81780803;83;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID106;7.864296488;51.77695279;84;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID107;7.843872367;51.83822515;85;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID108;10.80222771;52.40067402;86;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID109;10.51314784;52.3001245;87;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID110;10.15494019;52.3566836;88;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID111;10.02144;52.45289;89;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID112;9.834438598;52.58920436;90;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID113;9.570496115;52.87199988;91;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID114;8.973483354;53.06681457;92;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID115;8.700967099;53.0933427;93;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID116;8.263352386;53.13594237;94;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID117;9.733889081;52.38339207;95;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID118;9.842294029;52.58606219;96;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID119;10.37332117;52.16815326;97;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID120;10.02454003;52.34411491;98;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID121;10.02139786;52.45094878;99;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID122;7.954633945;53.35903661;100;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID123;7.274353615;53.16893518;101;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID124;9.963007032;48.4076167;102;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID125;9.822311875;48.52486266;103;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID126;9.154009876;48.76521689;104;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID127;9.04262621;48.80625298;105;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID128;8.567780053;48.95867273;106;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID129;8.432947194;48.98798423;107;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID130;8.602953843;49.4042074;108;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID131;8.5466;49.7166;109;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID131;8.509157071;50.00216182;110;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID132;8.436828691;50.07045092;111;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID133;7.733585332;50.46014628;112;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID134;7.545456535;50.55645031;113;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID135;7.193834855;50.66395248;114;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID136;7.001226802;50.89687385;115;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID137;11.61486158;48.13317224;116;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID138;11.68652969;48.75130971;117;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID139;12.12549688;48.98423108;118;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID140;12.20612351;49.23506948;119;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID141;12.23299905;49.39632273;120;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID142;11.74028078;49.61132707;121;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID143;11.52527644;49.54861747;122;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID144;11.27443804;49.47694936;123;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID145;11.04151667;49.51278341;124;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID146;10.69213462;49.59341004;125;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID147;9.921702408;49.75466329;126;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID148;9.751490639;49.77258032;127;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID149;9.617112927;49.79049735;128;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID150;8.649593401;49.79945587;129;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID151;6.996747545;49.24850725;130;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID152;7.534258392;49.52622118;131;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID153;8.018018155;49.64268187;132;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID154;8.492819404;49.72778775;133;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID155;13.48719103;50.69082802;134;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID156;13.50510806;51.01333453;135;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID157;13.71115388;51.47917726;136;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID158;12.6450907;51.47917726;137;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID159;12.32258419;51.45230172;138;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID160;11.99111917;51.96293703;139;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID161;11.66861266;52.23169245;140;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID162;10.54655877;52.28544354;141;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID163;13.35057369;52.52508379;142;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID164;13.89704305;52.44445716;143;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID165;13.95975265;52.52508379;144;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID166;14.46142944;52.39070608;145;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID167;14.52413904;52.13090917;146;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID168;14.57789013;51.8352782;147;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID169;14.38080281;51.73673455;148;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID170;14.27330065;51.44110358;149;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID171;13.75370683;51.48589615;150;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID172;9.166947592;53.90917422;151;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID173;9.547684443;53.78823428;152;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID174;9.78060581;53.70760765;153;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID175;9.691020669;53.52843737;154;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID176;9.534246671;53.48812406;155;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID177;9.493933358;53.46124852;156;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID178;9.610394042;53.26864046;157;TRUNKLINE;40;0;0;1;1;0;1;1;0
TRID179;9.046007651;53.06259464;158;TRUNKLINE;40;0;0;1;1;0;1;1;0
