RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;55.93607306
CEMENT;2;1;1;LL;74.20091324
CEMENT;3;1;1;LL;78.19634703
CEMENT;4;1;1;LL;55.3652968
