Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42
1;0.0;180.2739192514301;585.28959043174;547.8838068804465;494.0039055943063;590.9063036846615;401.92229503622497;203.4328502295611;359.33871483987235;198.49123421306464;580.8964624608444;566.2521369181492;570.2603800028933;548.664876198008;529.7524968195623;547.0155199671717;521.4664756193145;506.5267815365099;492.07087768167446;472.0521617915248;483.8675079344101;458.68253566696336;483.0238881613621;482.6986266432592;468.6363744481248;453.2214437218569;450.0573526530856;451.3543286009232;453.9267882060684;445.0447853387839;414.92561648497497;408.52670929186144;372.6153951731339;360.99921775126273;371.52954484371577;378.03804234560505;347.18398774452686;347.18398774452686;291.8224950941329;273.7585381854969;261.0068380163964;281.9291408103217
2;180.2739192514301;0.0;601.7533016850361;580.0762499702231;454.9861388857545;570.9851006229194;267.84594260133827;28.794456374814565;180.8442373791542;92.92743287300092;539.4736450183038;528.5413582995474;526.1643213426621;507.4707515428627;485.4298418992411;503.8649039421405;470.8199345000111;460.0538967657597;426.30902282851247;407.4533786866374;410.11181990781085;388.7593972720998;398.52355401247416;397.94151810554496;386.7279413170922;370.6278575907273;364.04001662812817;362.621312130363;361.09264296021104;349.331330543339;323.0298514445171;306.8128103859539;229.27860549118213;216.0878053559314;222.85655593466456;226.1459396791533;166.94306441662286;166.94306441662286;113.29273884903274;94.84982488681996;87.57614541242936;112.58476344801912
3;585.28959043174;601.7533016850361;0.0;59.06189996146488;203.36050681702548;119.20183802438636;477.31349694050033;624.9827017198533;635.8445281277682;691.2170518274727;188.6396733470922;177.8279959504575;197.58587097219004;191.3302148956224;205.0379953135536;197.60143016852285;225.65850899234883;218.39745785813585;276.3447269493976;279.4722578527312;300.53395453112034;297.9971399552231;330.5375184365133;331.3167760113994;326.50303409998736;332.42045959781854;342.20150135158303;348.9518720180107;359.2007261730884;368.7856459446403;367.53657818319175;393.18161457649296;504.2573309738978;509.1520974327311;519.0138711859851;528.4552733071702;665.9830958226914;665.9830958226914;660.4851983094281;648.8117228344277;663.1183858828645;687.4211590356366
4;547.8838068804465;580.0762499702231;59.06189996146488;0.0;223.64954459778025;166.45361308767065;482.3795678280191;604.7655421916032;630.6891387684453;667.0516992100659;229.63502773266256;216.1296517094092;235.97752014483203;225.18746570780024;234.30501824600768;230.945014100472;252.9339053998196;242.2493789012177;297.43521884322524;296.6749319414805;320.0224430291553;312.8432588448131;349.5981420554851;350.31358061644505;343.2087636944929;346.50772031623666;355.7576260479957;362.70016004823344;373.2901908682293;381.4209488971454;375.48302835649855;400.2079989809125;505.1818790622964;508.6049043823843;519.4535356714623;529.3813561021891;658.1050855630826;658.1050855630826;647.351690401642;634.4523122392578;646.8042908417955;671.8634416859295
5;494.0039055943063;454.9861388857545;203.36050681702548;223.64954459778025;0.0;121.82640231061325;280.4399019563333;473.0726349677236;450.3367595412948;547.8909598588968;87.2497874572006;74.11347730662962;76.27433029980665;54.77068951925394;36.762518468676646;53.068580626704765;39.068461179576666;22.243237659577183;73.93536456163636;76.2814866457607;97.41438107879156;95.70533878479964;127.38383496373956;128.14810172193958;123.21285721792805;130.05561884895386;140.02275723984036;146.5799704617991;156.55825230396093;166.83973324993076;169.99467488390667;195.9525700834941;312.1456167912711;319.1085414997821;327.2544211752209;335.80432104961693;484.6438838108648;484.6438838108648;489.8671762625261;481.29051213802586;499.7656929682901;521.5593303402158
6;590.9063036846615;570.9851006229194;119.20183802438636;166.45361308767065;121.82640231061325;0.0;400.07066265330974;590.5317137590232;572.028802502896;663.5346856389382;72.15507841279126;65.80477589169968;83.71565036837822;85.23486911725162;105.3738857211488;91.5804142924251;126.84612013049608;126.92116129156965;183.09597389748663;192.7007249133292;208.07263111010363;213.7060816148071;236.86145098362715;237.6986469272101;236.9007695362158;246.8355210613873;256.88927049750714;262.9064554689773;272.0090156329696;283.49266079656707;290.33510631151256;316.1442061744533;433.2164141883177;440.5333341600586;448.3465903066005;456.6572166273887;606.4699767647838;606.4699767647838;610.987667909806;601.9637993415113;619.8054657327798;642.0834117835063
7;401.92229503622497;267.84594260133827;477.31349694050033;482.3795678280191;280.4399019563333;400.07066265330974;0.0;270.7350271693611;180.8487417406508;349.1751949564899;344.21691400741526;340.12783578301804;329.437973539913;318.02367484431494;295.9456557741502;312.3668224611748;275.41781392434154;273.17192699161245;219.3556614517969;207.4912685856929;195.4379623058778;186.37715799259155;170.8846446980133;170.06908463669868;166.11167766468037;153.98960121428505;144.0888091284026;138.72045890369878;131.07416463607578;118.52116127640996;110.55764182143616;84.60260315556219;42.60061704289256;55.26954677993675;55.57747087532417;60.551992374760495;220.3488046085848;220.3488046085848;245.60143270648928;244.4681233206072;268.9226186462418;283.0406508124919
8;203.4328502295611;28.794456374814565;624.9827017198533;604.7655421916032;473.0726349677236;590.5317137590232;270.7350271693611;0.0;164.03066158704624;79.4317505125759;556.4878385976791;546.1416326772035;542.9138230252389;524.7740051213109;502.50041470865807;520.9314879612424;487.1390676285662;477.0744344891437;440.8353922617103;422.40576300637207;423.5378036219454;403.11938813661067;410.2270044834786;409.60636652838286;399.0701676112215;383.09673130918327;375.99380107561547;374.0927570037536;371.80473167416153;359.6802541364364;334.63236732083294;316.78198541232734;230.33893400551432;217.0408701105088;222.227707692849;224.19543244190984;145.16667200720548;145.16667200720548;88.39269687871287;70.44252469499772;59.62136283529956;84.06155496483713
9;359.33871483987235;180.8442373791542;635.8445281277682;630.6891387684453;450.3367595412948;572.028802502896;180.8487417406508;164.03066158704624;0.0;222.8680552068366;521.2033145199531;515.497186656863;506.5032622695587;493.20681008618936;470.6379432524336;487.93331961678007;451.10398107934606;446.5388052928852;396.3456282030936;382.2700760253836;373.4985615936958;360.9555806290135;350.7531544321092;349.9567582218198;344.589498006499;331.0794124938324;321.59988952939943;316.9737287967044;310.3718822287093;297.538185069582;283.4647427832088;258.5512426531757;141.2827421700274;132.21432606789136;126.46554881845076;120.30256693210453;41.61377551086778;41.61377551086778;90.38541695670703;101.07336282134332;125.6440519943212;126.2222923715541
10;198.49123421306464;92.92743287300092;691.2170518274727;667.0516992100659;547.8909598588968;663.5346856389382;349.1751949564899;79.4317505125759;222.8680552068366;0.0;632.3856064564061;621.4675101622227;619.051762363233;600.3954265544637;578.3422266522928;596.7782361906317;563.6384695684555;552.9606412967339;518.5855028626255;499.88535953045744;501.8636967484832;480.94979936610906;489.1999124855311;488.5902269304399;477.8305506004776;461.8026759670672;454.8733284421909;453.11418902127474;451.00564386451646;438.9440023234502;413.5939567962778;396.08719153361153;308.15696299886054;294.8853282453496;299.1982005428304;300.3058042035943;193.0209869193157;193.0209869193157;133.64893166087805;121.9013718089933;97.44411814722784;105.16693558458124
