OID;Grid_id;RESOURCE;TRANSPORT_COEFF;TRANSPORT_EMISS
CID87;1;OLIVINE;0.0032771682330127;0.0131134702453264
CID88;2;OLIVINE;0.0075887115958445;0.0227479372553264
CID89;3;OLIVINE;0.0045017239852251;0.0158498319153264
CID87;1;BIOMASS;0.0140968675368844;0.1595701858957571
CID88;2;BIOMASS;0.0184084108997163;0.1692046529057571
CID89;3;BIOMASS;0.0153214232890968;0.1623065475657571
CID87;1;CLAY;0.0014651399144286;0.0090643570653264
CID88;2;CLAY;0.0057766797374375;0.0186988161653264
CID89;3;CLAY;0.002689692126818;0.0118007108253264
