Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;48;INJ_WELL;1;1;LL;3986425.484049743
CLIQ_CO2_OFFSHORE;68;INJ_WELL;1;1;LL;22008624.0
