Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;36;INJ_WELL;1;1;LL;1692914.3995563
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;2498009.173742239
