From grid;To grid;Distribution type;Major time;Scenario;No. of units
1;3;9INCH_CO2_ONSHORE;1;LL;1.0
2;4;12INCH_CO2_ONSHORE;1;LL;1.0
3;2;9INCH_CO2_ONSHORE;1;LL;1.0
4;17;16INCH_CO2_OFFSHORE;1;LL;1.0
