Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;17;INJ_WELL;1;1;LL;2000784.0000000007
CLIQ_CO2_OFFSHORE;32;INJ_WELL;1;1;LL;677183.7422597643
