From grid;To grid;Distribution type;Major time;Scenario;No. of units
1;4;9INCH_CO2_ONSHORE;1;LL;1.0
2;1;9INCH_CO2_ONSHORE;1;LL;1.0
3;6;9INCH_CO2_ONSHORE;1;LL;1.0
4;17;12INCH_CO2_OFFSHORE;1;LL;1.0
6;32;9INCH_CO2_OFFSHORE;1;LL;1.0
