Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;36;INJ_WELL;1;1;LL;5000208.00001752
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;5813936.5357133215
