end_use_tech;grid;Major Time;Scenario;number
NET;35;1;LL;0.4640963382926258
NET;36;1;LL;1.2031128986120645
NET;37;1;LL;1.7643261126271332
NET;38;1;LL;1.1607040384820373
NET;39;1;LL;8.303558420191786
