Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;54;INJ_WELL;1;1;LL;11999971.32
CLIQ_CO2_OFFSHORE;47;INJ_WELL;1;1;LL;21666666.67
