RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;21.03310502
CEMENT;2;1;1;LL;42.06621005
CEMENT;3;1;1;LL;42.06621005
CEMENT;4;1;1;LL;33.65296804
CEMENT;5;1;1;LL;117.7853881
