From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
2;5;6INCH_CO2_ONSHORE;MODE_1;1;1;LL;20.756519692199998
3;5;6INCH_CO2_ONSHORE;MODE_1;1;1;LL;21.88284246495023
4;5;6INCH_CO2_ONSHORE;MODE_1;1;1;LL;21.882842464949995
5;20;16INCH_CO2_OFFSHORE;MODE_1;1;1;LL;157.71988479705482
