From grid;To grid;Distribution type;Major time;Scenario;No. of units
1;4;12INCH_CO2_ONSHORE;1;LL;1.000000000005678
2;6;6INCH_CO2_ONSHORE;1;LL;1.0
3;1;6INCH_CO2_ONSHORE;1;LL;1.0
4;6;12INCH_CO2_ONSHORE;1;LL;1.0
5;9;9INCH_CO2_ONSHORE;1;LL;1.0
6;19;16INCH_CO2_OFFSHORE;1;LL;1.0000000000000018
9;42;9INCH_CO2_OFFSHORE;1;LL;1.0
