index;OID;Longitude;Latitude;parent_name;Lat;Lon;lat/lon correct?;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID9;8.335833;51.599521;thomas Beteiligungen GmbH;51.599521;8.335833;correct;LINESTRING (8.335833007691845 51.59952100512495, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];239.00862925439702;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24428639.636041284;30.22515513384528;383387.39998592396;237400.04355300628;856991.6185285358;621727.9475781922;0.7254772790493634;13.842895184638868;44.06805031848415;31.80165596897098;223156.0409398259;71.04439870470227;75.86970628745513;122.31350432205889;0.7254772790493634;1.0;1.0;0.5
