index;OID;Longitude;Latitude;latitude;longitude;parent_name;route_CO2;PIP_IDs;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID102;2.054826;41.402821;41.402821;2.054826;;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;1299999.9999648002;11810440.827322502;1490987.8924192383;10227256.89693772;9.918114158632097;0.0;694398.4808224594;1111510.399969904;429922.4831154287;0.38679123751524913;0.0;9.918114158632097;71.72007692845813;652734.5719731118;29.990402717344875;81.63819108709022;246.85763731469976;0.38679123751524913;1.0;1.0;0.5
