index;OID;Longitude;Latitude;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
25;CID100;-7.450123;42.717483;LINESTRING (-7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID25', 'PIPEID35'];202.9174883927646;CCS_MINERAL_CEMENT;26;1;LL;1.0;1369999.9999655997;82013303.8776328;4910483.835212619;38437928.73702356;37.59845283566198;733634.9999815787;328837.22903240117;1171360.9599705876;848946.0251627071;0.7247518520542325;7.815480150371274;45.41393298603325;32.22817771333494;309106.99529045704;73.28744860708773;77.64211069936819;125.29617726295018;0.02065309714945758;0.028338714212550367;0.028338714212550367;0.014169357106275184
29;CID104;-8.100041;37.135933;;[];;CCS_CEMENT;30;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;32448444.209121376;30.48867499083395;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;8.881105281121613;39.36978027195556;38.92774551291989;354286.9220650772;69.67064813621744;78.29752578487546;138.5590503988736;0.03852462166202049;0.054985095399713683;0.026646381187163316;0.04166190480613202
33;CID108;-8.935936;38.501466;LINESTRING (-8.935935982999197 38.50146601752661, -9.230709259891642 38.65399113754908, -8.969029226240394 39.62591194676614);['PIPEID33', 'PIPEID36'];141.41104211114236;CCS_MINERAL_CEMENT;34;1;LL;1.0;1299999.9999648002;77822843.09541087;4659583.20128748;36181233.015702106;37.3732882502991;696149.9999811505;320002.921142627;1111510.399969904;805569.2209557287;0.7247518520542325;8.599321931483795;45.97261018178289;33.05110070877076;300802.74587406934;74.18902271836423;79.02371089055364;127.52575630069144;0.058122451073875994;0.08205912260487389;0.027074027205160202;0.06852210900229379
28;CID103;-9.009904;38.922169;LINESTRING (-9.009903983060321 38.92216901726825, -9.230709259891642 38.65399113754908, -8.969029226240394 39.62591194676614);['PIPEID28', 'PIPEID36'];146.0745589894483;CCS_MINERAL_CEMENT;29;1;LL;1.0;1179999.9999384;70639196.03867495;4229467.828754671;32973036.555332653;37.484821864696514;631889.9999670131;290298.79579302715;1008909.4399473317;731208.9851568271;0.7247518520542325;8.852809210406967;46.33763107510348;33.03228097392994;272880.8680454455;74.7780809258525;79.36991204903342;128.08444386509163;0.07591125007803633;0.1066302043179427;0.02457108171306882;0.0943446634614083
30;CID105;-8.418212;40.289074;LINESTRING (-8.418211983652565 40.28907401608227, -8.663498236721621 41.13424080560878, -9.127339717498904 41.1266330058039);['PIPEID30', 'PIPEID34'];135.4996708333845;CCS_MINERAL_CEMENT;31;1;LL;1.0;1500000.0000672003;89795588.19346678;5376442.155718151;42406139.82441877;37.81233042683858;803250.0000359857;365995.5676288283;1282512.000057457;929502.94732342;0.7247518520542325;9.133800177563757;46.946130604402335;32.761207755609014;344035.8335710985;75.76005661147838;79.70733836001135;128.62897088132868;0.09852413017026418;0.13779497044950273;0.031164766131560023;0.12221258738372272
14;CID89;-5.775146;43.33011;LINESTRING (-5.775145985520356 43.33011001305982, -5.61963198548489 42.79865401334181, -6.768732984909476 42.5535190139237, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID14', 'PIPEID13', 'PIPEID26', 'PIPEID25', 'PIPEID35'];421.4056657298883;CCS_MINERAL_CEMENT;15;1;LL;1.0;1299999.9999648002;77822843.09541087;4659583.20128748;35948546.15705779;37.19429835902938;696149.9999811505;313906.19089291064;1111510.399969904;805569.2209557287;0.7247518520542325;10.219814404266582;47.41411276329596;32.4214075648517;295071.81943933596;76.51527018061581;79.83552032814765;128.83582654839972;0.11812195958211968;0.16472875616006924;0.02693378571056651;0.15126186330478597
24;CID99;-6.672312;37.359766;LINESTRING (-6.672311983822705 37.35976601733982, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID24', 'PIPEID37'];88.41581921011414;CCS_CEMENT;25;1;LL;1.0;1299999.9999648002;47685458.167168155;2441464.983979388;32448444.209121376;30.48867499083395;994499.9999730722;376900.98092029494;1111510.399969904;734609.4190496091;0.6609109721955817;10.551852022287488;41.040527013121434;38.92774551291989;354286.9220650772;72.6272815622723;79.96827252604132;141.51568382492846;0.1359934840946826;0.19137513734723255;0.02664638118716331;0.17805194675365088
6;CID81;-5.865094;37.359736;LINESTRING (-5.865093984204829 37.35973601700449, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID6', 'PIPEID37'];149.85615465615166;CCS_MINERAL_CEMENT;7;1;LL;1.0;1869999.999696;111945166.59130819;6702631.219405388;53054499.43761036;37.912960623359936;1001384.999837208;470575.4033768022;1598864.9597400778;1158780.3407562373;0.7247518520542325;8.416023588124975;46.32898421148491;33.78803642521775;442340.879174194;74.76412691369387;80.11702063670265;129.29010209864657;0.1641842079371475;0.23055617299057735;0.0391810356433448;0.21096565516890495
13;CID88;-5.619632;42.798654;LINESTRING (-5.61963198548489 42.79865401334181, -6.768732984909476 42.5535190139237, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID13', 'PIPEID26', 'PIPEID25', 'PIPEID35'];360.61696418781503;CCS_MINERAL_CEMENT;14;1;LL;1.0;1869999.999696;111945166.59130819;6702631.219405388;54232184.486059114;38.54273872423706;1001384.999837208;456528.41355993814;1598864.9597400778;1158780.3407562373;0.7247518520542325;9.06422477877506;47.606963503012125;32.779440990371306;429136.70874634176;76.82648609490657;80.38640449338342;129.72482453411902;0.1923749317796124;0.26941408939364564;0.03885791640306829;0.2499851311921115
19;CID94;-6.073448;36.618249;LINESTRING (-6.073447983937021 36.61824901758658, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID19', 'PIPEID37'];149.38039699456206;CCS_MINERAL_CEMENT;20;1;LL;1.0;2102400.0;125857496.4063246;7535621.325116961;60281372.22341697;38.21421715066581;1125835.2;530310.0814811639;1797568.8192000003;1302791.3309101402;0.7247518520542326;8.353131083731387;46.5673482343972;33.868025061878626;498491.47659229394;75.1487906045558;80.43537329627583;129.80384870994698;0.22406914451545906;0.3134932790302451;0.04407918963659946;0.2914536842119454
