Resource,grid,strg_tech,Minor time,Major Time,Scenario,inventory
CLIQ_CO2_OFFSHORE,36,INJ_WELL,1,1,LL,2998122.974546814
CLIQ_CO2_OFFSHORE,39,INJ_WELL,1,1,LL,3749731.4654547162
