From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
1;5;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;28.381849314299995
5;38;9INCH_CO2_OFFSHORE;MODE_1;1;1;LL;51.33700603108299
