RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;120.0
CEMENT;2;1;1;LL;60.21689498
CEMENT;3;1;1;LL;46.51826484
CEMENT;4;1;1;LL;82.76255708
CEMENT;5;1;1;LL;106.7351598
