index;OID;Longitude;Latitude;parent_name;Lat;Lon;lat/lon correct?;parent correct?;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID13;13.836808;52.489222;CEMEX SAB de CV;52.489222;13.836808;correct;0.0;LINESTRING (13.83680800593638 52.48922200397776, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];428.18770786692414;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1319229.9999696;45987342.93324212;3145148.5687917517;31608388.449986227;29.81278409323632;504605.47498837195;312052.2920087598;1127952.2038140078;818303.6957207194;0.7254772790493634;18.831950456159497;48.64473454939582;31.760124409022172;293329.1544882342;78.42270967822023;80.40485895841799;129.62486010508152;0.7254772790493634;1.0;1.0;0.5
