From grid;To grid;Distribution type;Major time;Scenario;No. of units
1;5;9INCH_CO2_ONSHORE;1;LL;1.0
2;3;9INCH_CO2_ONSHORE;1;LL;1.0
3;4;9INCH_CO2_ONSHORE;1;LL;0.999999999999853
4;5;12INCH_CO2_ONSHORE;1;LL;1.0
5;20;16INCH_CO2_OFFSHORE;1;LL;1.0
