process_tech;grid;Major Time;Scenario;number
LARGE_CO2_COMPRESSOR;5;1;LL;1
INCUMBENT_CEMENT;1;1;LL;1
INCUMBENT_CEMENT;2;1;LL;1
INCUMBENT_CEMENT;3;1;LL;1
INCUMBENT_CEMENT;4;1;LL;1
CCS_CALCINED_CLAY_CEMENT;1;1;LL;1
CCS_CALCINED_CLAY_CEMENT;2;1;LL;1
CCS_CALCINED_CLAY_CEMENT;3;1;LL;1
CCS_CALCINED_CLAY_CEMENT;4;1;LL;1
