From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
1;5;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;36.36413527274317
2;3;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;36.8468450325034
3;4;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;57.44246147144906
4;5;12INCH_CO2_ONSHORE;MODE_1;1;1;LL;78.52078767015075
5;20;16INCH_CO2_OFFSHORE;MODE_1;1;1;LL;202.41755462596103
