From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
1;3;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;58.89059075452498
2;1;6INCH_CO2_ONSHORE;MODE_1;1;1;LL;21.882842464949995
3;18;12INCH_CO2_OFFSHORE;MODE_1;1;1;LL;103.53973435236789
