index;OID;Longitude;Latitude;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
25;CID100;-7.450123;42.717483;LINESTRING (-7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID25', 'PIPEID35'];202.9174883927646;CCS_CALCINED_CLAY_CEMENT;26;1;LL;1.0;1369999.9999655997;47757146.076432124;3266188.2607549843;32518152.070087582;29.58893618451087;524024.9999868418;326611.7375419019;1171360.9599705876;849795.7620241123;0.7254772790493634;6.60623406032715;36.195170244838025;32.01006513688982;307015.0332893879;58.35211876801048;68.20523538172785;109.9572116576048;0.020673769486013627;0.028207578779363876;0.028207578779363876;0.014103789389681938
30;CID105;-8.418212;40.289074;LINESTRING (-8.418211983652565 40.28907401608227, -8.663498236721621 41.13424080560878, -9.035248954582507 41.30790523564256);['PIPEID30', 'PIPEID34'];133.19372812248446;CCS_CALCINED_CLAY_CEMENT;31;1;LL;1.0;1500000.0000672003;52288846.07274177;3576118.533923346;35235389.041517876;29.343318120452825;573750.000025704;361674.27808861085;1282512.000057457;930433.3161498411;0.7254772790493635;6.993115239786907;36.33643336023973;32.3743979772382;339973.82140329434;58.57985639244215;68.71083133747794;110.77230922611983;0.043309283523377415;0.05918508137492427;0.030977502595560397;0.043696330077144074
14;CID89;-5.775146;43.33011;LINESTRING (-5.775145985520356 43.33011001305982, -5.61963198548489 42.79865401334181, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID14', 'PIPEID13', 'PIPEID25', 'PIPEID35'];414.65099859018005;CCS_CALCINED_CLAY_CEMENT;15;1;LL;1.0;1299999.9999648002;45316999.92645228;3099302.7291774647;29812667.59759492;28.785879990033393;497249.999986536;310483.63660127594;1111510.399969904;806375.5406052356;0.7254772790493634;8.252478014247162;37.03835800428055;32.06791333370485;291854.6184051995;59.711465662911195;69.1062713379854;111.40981864296047;0.06292672902101598;0.08596423476254883;0.026779153387624557;0.07257465806873656
12;CID87;-5.722483;43.560582;LINESTRING (-5.722482985589674 43.56058201289502, -5.775145985520356 43.33011001305982, -5.61963198548489 42.79865401334181, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID12', 'PIPEID14', 'PIPEID13', 'PIPEID25', 'PIPEID35'];440.77833834448006;CCS_CALCINED_CLAY_CEMENT;13;1;LL;1.0;1430000.0000664;49848699.92276191;3409233.0023458255;32104020.644358456;28.303422846414787;546975.000025398;340167.6959142931;1222661.4400567727;887013.0947309638;0.7254772790493634;8.97951583313972;37.282938679554505;31.939812908759805;319757.63415943563;60.10576690574017;69.22275158831431;111.59760252007288;0.08450591907000471;0.11539003243119983;0.029425797668651;0.10067713359687433
24;CID99;-6.672312;37.359766;LINESTRING (-6.672311983822705 37.35976601733982, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID24', 'PIPEID37'];88.41581921011414;CCS_CALCINED_CLAY_CEMENT;25;1;LL;1.0;1299999.9999648002;45316999.92645228;3099302.7291774647;30999431.63594457;29.698775404173226;497249.999986536;323098.57199327135;1111510.399969904;806375.5406052356;0.7254772790493634;6.256476222025995;35.95525162619922;33.370831127663514;303712.6576736752;57.96533346945356;69.32608275386274;111.76418807288924;0.10412336456764329;0.14245833126783763;0.027068298836637805;0.12892418184951873
33;CID108;-8.935936;38.501466;LINESTRING (-8.935935982999197 38.50146601752661, -9.230709259891642 38.65399113754908, -8.951758439954242 38.34034366764466);['PIPEID33', 'PIPEID36'];73.45401733259877;CCS_CALCINED_CLAY_CEMENT;34;1;LL;1.0;1299999.9999648002;45316999.92645228;3099302.7291774647;30026773.968849115;28.95057719869493;497249.999986536;315990.9808288323;1111510.399969904;806375.5406052356;0.7254772790493634;7.878855860583854;36.829433059278784;32.636732480895404;297031.5219791025;59.374646879579686;69.46616554017419;111.99002282733044;0.12374081006528187;0.16936371784414408;0.02690538657630645;0.15591102455599087
29;CID104;-8.100041;37.135933;;[];;CCS_CALCINED_CLAY_CEMENT;30;1;LL;1.0;1299999.9999648002;45316999.92645228;3099302.7291774647;32598240.447875507;30.928628336461095;497249.999986536;321076.0557911071;1111510.399969904;806375.5406052356;0.7254772790493634;5.438540800888662;36.367169137349755;33.16193807617459;301811.49244364083;58.62940713924676;69.52910721352436;112.0914943765438;0.14335825556292045;0.19638565882501496;0.02702194098087088;0.18287468833457954
13;CID88;-5.619632;42.798654;LINESTRING (-5.61963198548489 42.79865401334181, -7.450122984627811 42.71748301407421, -8.733260829923628 42.22657923489934, -9.314145233515781 41.61267249554911);['PIPEID13', 'PIPEID25', 'PIPEID35'];353.8622970481067;CCS_CALCINED_CLAY_CEMENT;14;1;LL;1.0;1869999.999696;65186761.42383382;4458227.771366616;45158728.980049625;30.002111694926935;715274.99988372;451116.3031386795;1598864.9597400778;1159940.2005596017;0.7254772790493634;7.3664996293715586;37.36861132429849;32.39084315304582;424049.3249503589;60.243884237623234;69.75945447734432;112.46284919558147;0.17157719639031563;0.23500952843923378;0.03862386961421882;0.21569759363212437
28;CID103;-9.009904;38.922169;LINESTRING (-9.009903983060321 38.92216901726825, -9.230709259891642 38.65399113754908, -8.951758439954242 38.34034366764466);['PIPEID28', 'PIPEID36'];78.11753421090471;CCS_CALCINED_CLAY_CEMENT;29;1;LL;1.0;1179999.9999384;41133892.23990006;2813213.246413474;27373218.1397511;29.050701253018765;451349.99997643795;286672.2981310059;1008909.4399473317;731940.8753002074;0.7254772790493635;8.132343139507093;37.18304439252586;32.61963203614862;269471.96024314564;59.94472212375649;69.80267642867449;112.53252955404758;0.18938380076464784;0.259427896217;0.024418367777766237;0.2472187123281169
6;CID81;-5.865094;37.359736;LINESTRING (-5.865093984204829 37.35973601700449, -6.672311983822705 37.35976601733982, -6.836272115693578 37.13771840755857, -7.324579587375506 36.77472611801254);['PIPEID6', 'PIPEID24', 'PIPEID37'];160.4286217050738;CCS_CALCINED_CLAY_CEMENT;7;1;LL;1.0;1869999.999696;65186761.42383382;4458227.771366616;44096531.646079175;29.434091730144512;715274.99988372;463786.08850607276;1598864.9597400778;1159940.2005596017;0.7254772790493634;7.156966134578755;36.59105786472327;33.300553194032375;435958.9231957086;58.99034981535922;69.89161105875564;112.67590570235636;0.21760274159204301;0.29834216849006095;0.038914272273060935;0.27888503235353046
