Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;5853264.757441797
CLIQ_CO2_OFFSHORE;40;INJ_WELL;1;1;LL;1770347.6996866567
