Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;48;INJ_WELL;1;1;LL;3961462.387103345
CLIQ_CO2_OFFSHORE;68;INJ_WELL;1;1;LL;21008232.000000004
