From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
35;48;16INCH_CO2_OFFSHORE;MODE_1;1;1;LL;226.11086684379825
39;68;32INCH_CO2_OFFSHORE;MODE_1;1;1;LL;1199.1
