Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;36;INJ_WELL;1;1;LL;4001568.0
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;6812576.535730836
