OID;Grid_id;RESOURCE;TRANSPORT_COEFF;TRANSPORT_EMISS
CID106;1;OLIVINE;0.0087884587773741;0.0288140585100882
CID107;2;OLIVINE;0.0086583280749225;0.0354213535880815
CID108;3;OLIVINE;0.0049114859521467;0.0279819104561098
CID106;1;BIOMASS;0.0188799529841162;0.1667849091380291
CID107;2;BIOMASS;0.0180152689909852;0.1648323629005746
CID108;3;BIOMASS;0.0140702739455481;0.1550838189917162
CID106;1;CLAY;0.0069765012552502;0.0247651035300882
CID107;2;CLAY;0.0068463493138605;0.0313723511480815
CID108;3;CLAY;0.0031077195804653;0.0239512592161098
