From grid;To grid;Distribution type;Distribution mode;Minor time;Major Time;Scenario;rate
1;6;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;25.761986300025058
2;8;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;28.381849314299984
3;4;9INCH_CO2_ONSHORE;MODE_1;1;1;LL;32.748287672699995
4;17;9INCH_CO2_OFFSHORE;MODE_1;1;1;LL;57.1
6;32;9INCH_CO2_OFFSHORE;MODE_1;1;1;LL;40.75090395901079
8;36;9INCH_CO2_OFFSHORE;MODE_1;1;1;LL;57.1
