resource;strg_tech;grid;Major Time;Scenario;number
CLIQ_CO2_OFFSHORE;INJ_WELL;17;1;LL;1.0
CLIQ_CO2_OFFSHORE;INJ_WELL;32;1;LL;1.0
CLIQ_CO2_OFFSHORE;INJ_WELL;36;1;LL;1.0
