index;OID;Longitude;Latitude;route_CO2;PIP_IDs;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
8;CID83;-1.486787;41.475476;;;CALCINED_CLAY_CEMENT;9;1;LL;1.0;1680000.0000192;15262723.53128139;1926815.1225852086;22421556.73955921;15.397158194242563;0.0;933826.9454667836;1436413.4400164161;555592.1320474857;0.38679123751524913;0.0;15.397158194242563;74.6332676323897;933826.9454667838;46.557941112838314;90.03042582663227;272.2340844408206;0.3602730753756857;0.7405602288364972;0.03623447898028864;0.7224429893463529
17;CID92;-1.997062;43.285684;;;CALCINED_CLAY_BIOMASS_CEMENT;18;1;LL;1.0;2102400.0;19100208.304642424;2411271.4962362177;87338361.29637818;43.59321250213241;0.0;730634.3159044;1797568.8192000003;1172581.2372456396;0.6523150739605571;0.0;43.59321250213241;46.66164605621908;730634.3159044002;78.1612113969752;90.25485855835149;161.8240243028277;0.3887995464240941;0.7868615183772932;0.04630128954079604;0.7637108736068952
30;CID105;-8.418212;40.289074;;;CALCINED_CLAY_BIOMASS_CEMENT;31;1;LL;1.0;1500000.0000672003;13627431.724813154;1720370.6452227763;62735900.18961606;43.87492692633731;0.0;523024.96026231785;1282512.000057457;836601.9101727821;0.6523150739605571;0.0;43.87492692633731;46.81731392414076;523024.960262318;78.66631619196546;90.69224085047807;162.60823651922556;0.40915233684196395;0.8199384219845953;0.03307690360730209;0.8033999701809442
2;CID77;-4.15978;42.874825;;;CALCINED_CLAY_BIOMASS_CEMENT;3;1;LL;1.0;2102400.0;19100208.304642424;2411271.4962362177;88786033.26816654;44.281793158424435;0.0;734643.6633053184;1797568.8192000003;1172581.2372456396;0.6523150739605571;0.0;44.281793158424435;46.917701302004374;734643.6633053187;79.39581410577252;91.19949446042881;163.5177257347152;0.4376788078903724;0.8663372506373287;0.04639882865273337;0.8431378363109621
11;CID86;-3.74396;39.934332;;;CALCINED_CLAY_CEMENT;12;1;LL;1.0;935999.9999256001;8503517.395226529;1073511.2824855887;13825592.493734166;16.821925621066477;0.0;520418.2693730139;800287.4879363877;309544.1878268855;0.38679123751524924;0.0;16.821925621066477;74.65381779092695;520418.2693730141;50.86615416882691;91.47574341199342;276.6044370850998;0.4452093763761761;0.8865285169262153;0.020191266288886567;0.876432883781772
25;CID100;-7.450123;42.717483;;;CALCINED_CLAY_BIOMASS_CEMENT;26;1;LL;1.0;1369999.9999655997;12446387.64112589;1571271.8558602885;58755013.780175194;44.93786484193451;0.0;475729.8782791635;1171360.9599705876;764096.4112377231;0.6523150739605571;0.0;44.93786484193451;46.624608490461966;475729.8782791637;80.57212928428551;91.56247333239648;164.16853504001966;0.4637982582898643;0.9166909207150028;0.03016240378878754;0.901609718820609
20;CID95;-3.901136;40.009935;;;CALCINED_CLAY_CEMENT;21;1;LL;1.0;1299999.9999648002;11810440.827322502;1490987.8924192383;19387268.34254445;16.9642768092896;0.0;723169.1012619608;1111510.399969904;429922.4831154287;0.38679123751524913;0.0;16.9642768092896;74.69161440756744;723169.101261961;51.29659582273635;91.65589121685704;277.14916818317903;0.4742573811873621;0.9447432489060723;0.02805232819106951;0.9307170848105375
4;CID79;-2.190187;42.882983;;;CALCINED_CLAY_BIOMASS_CEMENT;5;1;LL;1.0;814999.9999968;7404237.903454363;934734.717192162;34795235.06749694;44.74453342875356;0.0;285087.5458367361;696831.519997264;454553.7045050627;0.6523150739605571;0.0;44.74453342875356;46.96734098100686;285087.5458367362;80.22549235188295;91.71187440976043;164.4364063098924;0.48531573064719924;0.9627371874443059;0.01799393853823361;0.9537402181751891
32;CID107;-8.987387;39.655677;;;CALCINED_CLAY_BIOMASS_CEMENT;33;1;LL;1.0;1999999.999272;18169908.958989676;2293827.5260259844;85846237.11065117;44.97411203941658;0.0;705303.2128841082;1710015.9993775545;1115469.2131077056;0.6523150739605572;0.0;44.97411203941658;47.35013305039698;705303.2128841085;80.63711932980705;92.32424508981356;165.53436701133418;0.5124527845265988;1.007032806584351;0.044295619140045095;0.9848849970143285
31;CID106;-8.905132;39.685773;;;CALCINED_CLAY_BIOMASS_CEMENT;32;1;LL;1.0;619999.999932;5632671.778719315;711086.5332489004;26925885.517497674;45.47984108209737;0.0;218151.35520519828;530104.9599418595;345795.45615133224;0.6523150739605571;0.0;45.47984108209737;47.243445421403266;218151.35520519834;81.54387504579448;92.72328650350065;166.24983528038683;0.5208652712313522;1.0207524635906264;0.01371965700627542;1.0138926350874886
3;CID78;-3.474441;40.244961;;;CALCINED_CLAY_CEMENT;4;1;LL;1.0;1055000.0000496;9584626.979806472;1209994.0204760313;16240532.986872569;17.444863597480293;0.0;591643.4783841188;902033.4400424084;348898.63055414055;0.38679123751524924;0.0;17.444863597480293;75.29791643564845;591643.478384119;52.749794594997894;92.74278003312874;280.43570358573794;0.5293532517372581;1.0436339036036528;0.02288144001302639;1.0321931835971396
