resource;strg_tech;grid;Major Time;Scenario;number
CLIQ_CO2_OFFSHORE;INJ_WELL;43;1;LL;11.0
CLIQ_CO2_OFFSHORE;INJ_WELL;45;1;LL;5.0
CLIQ_CO2_OFFSHORE;INJ_WELL;63;1;LL;1.0
CLIQ_CO2_OFFSHORE;INJ_WELL;68;1;LL;12.0
CLIQ_CO2_OFFSHORE;INJ_WELL;71;1;LL;5.0
